"","site","height","value"
"63","site1",-0.010783498810949,-1.22269488590402
"64","site1",0.0143779984145984,-0.683878301620681
"65","site1",0.039539495640146,-0.699654663768069
"66","site1",0.0647009928656936,-0.945378529111042
"67","site1",0.089862490091241,-1.24254532270109
"68","site1",0.115023987316789,-0.994136738321692
"69","site1",0.140185484542336,-0.6878556395259
"70","site1",0.165346981767884,-1.08150096028863
"71","site1",0.190508478993431,-0.822324789885344
"72","site1",0.215669976218979,-1.17163374946994
"73","site1",0.240831473444526,-0.833265456133833
"74","site1",0.265992970670074,-1.15599977757183
"75","site1",0.291154467895621,-1.20425452603349
"76","site1",0.316315965121169,-1.14176622434931
"77","site1",0.341477462346716,-1.11621749685612
"78","site1",0.366638959572264,-1.11567361784629
"79","site1",0.391800456797812,-0.775967787245776
"80","site1",0.416961954023359,-0.90062121297919
"81","site1",0.442123451248907,-0.968595313345904
"82","site1",0.467284948474454,-1.11009521958547
"83","site1",0.492446445700002,-1.08436464802681
"84","site1",0.517607942925549,-1.02256329833705
"85","site1",0.542769440151097,-1.08022553732656
"86","site1",0.567930937376644,-0.932650552091826
"87","site1",0.593092434602192,-0.734868923670453
"88","site1",0.61825393182774,-1.05098987906735
"89","site1",0.643415429053287,-1.03614954148438
"90","site1",0.668576926278834,-0.490653181331638
"91","site1",0.693738423504382,-1.03114510391384
"92","site1",0.71889992072993,-0.771835634047846
"93","site1",0.744061417955477,-0.261779929082863
"94","site1",0.769222915181025,-0.540326113635856
"95","site1",0.794384412406572,-0.751160711184291
"96","site1",0.81954590963212,-0.855705894187507
"97","site1",0.844707406857667,-0.5474329053133
"98","site1",0.869868904083215,-0.647432611500543
"99","site1",0.895030401308762,-0.700466049147638
"100","site1",0.92019189853431,-0.542090323686448
"101","site1",0.945353395759858,-0.68321754323544
"102","site1",0.970514892985405,-0.0331431229772384
"103","site1",0.995676390210952,-0.207879795692043
"104","site1",1.0208378874365,-0.366734995197964
"105","site1",1.04599938466205,-0.358389179485329
"106","site1",1.0711608818876,-0.587681966983549
"107","site1",1.09632237911314,-0.279714894642665
"108","site1",1.12148387633869,-0.504065266258324
"109","site1",1.14664537356424,-0.613158034360329
"110","site1",1.17180687078979,-0.0118508624973067
"111","site1",1.19696836801533,-0.55097590031645
"112","site1",1.22212986524088,-0.400484104028635
"113","site1",1.24729136246643,-0.440881712055386
"114","site1",1.27245285969198,-0.483352413942715
"115","site1",1.29761435691752,-0.150001741194962
"116","site1",1.32277585414307,-0.55020846361631
"117","site1",1.34793735136862,-0.262256594654106
"118","site1",1.37309884859417,-0.311271264355995
"119","site1",1.39826034581971,-0.449714433910848
"120","site1",1.42342184304526,-0.160925062361272
"121","site1",1.44858334027081,-0.208084890414853
"122","site1",1.47374483749636,-0.215344281099395
"123","site1",1.4989063347219,0.124395147203684
"124","site1",1.52406783194745,0.0597703803149724
"125","site1",1.549229329173,-0.039656550580018
"126","site1",1.57439082639855,0.0348925902024604
"127","site1",1.59955232362409,-0.118710304265818
"128","site1",1.62471382084964,0.0136231327872451
"129","site1",1.64987531807519,0.29943191615628
"130","site1",1.67503681530074,0.100702158909452
"131","site1",1.70019831252628,0.161398878025883
"132","site1",1.72535980975183,0.558901078740117
"133","site1",1.75052130697738,0.0380201393660993
"134","site1",1.77568280420293,0.395614489842739
"135","site1",1.80084430142847,0.586121245268908
"136","site1",1.82600579865402,0.0396150686616953
"137","site1",1.85116729587957,0.280239460681362
"138","site1",1.87632879310512,0.222819298121825
"139","site1",1.90149029033066,0.226532918731373
"140","site1",1.92665178755621,0.139248827374186
"141","site1",1.95181328478176,0.192622437572731
"142","site1",1.97697478200731,0.648979040254106
"143","site1",2.00213627923285,0.536856588416554
"144","site1",2.0272977764584,0.595937375443234
"145","site1",2.05245927368395,0.774727637077927
"146","site1",2.0776207709095,0.412322981780887
"147","site1",2.10278226813504,0.670557117155989
"148","site1",2.12794376536059,0.516640237161839
"149","site1",2.15310526258614,0.449678149259523
"150","site1",2.17826675981169,0.756004820009278
"151","site1",2.20342825703723,0.598656925172785
"152","site1",2.22858975426278,0.398132150905974
"153","site1",2.25375125148833,0.58339667367024
"154","site1",2.27891274871388,0.949448870518513
"155","site1",2.30407424593942,0.903740378794972
"156","site1",2.32923574316497,0.396247997425679
"157","site1",2.35439724039052,0.72484603773116
"158","site1",2.37955873761607,0.892966296838917
"159","site1",2.40472023484161,0.415700927810282
"160","site1",2.42988173206716,1.03895820151532
"161","site1",2.45504322929271,0.665085766548014
"162","site1",2.48020472651826,0.844873454217665
"163","site1",2.50536622374381,0.765549051647965
"164","site1",2.53052772096935,1.13426912418531
"165","site1",2.5556892181949,0.538103342199753
"166","site1",2.58085071542045,0.817939129076997
"167","site1",2.60601221264599,0.644970513596351
"168","site1",2.63117370987154,0.953848458660376
"169","site1",2.65633520709709,1.33040733641348
"170","site1",2.68149670432264,0.593110495255359
"171","site1",2.70665820154819,0.894556178540165
"172","site1",2.73181969877373,0.88775714349766
"173","site1",2.75698119599928,1.23526289712965
"174","site1",2.78214269322483,0.7397193131233
"175","site1",2.80730419045038,1.043959636458
"176","site1",2.83246568767592,1.29198910965555
"177","site1",2.85762718490147,0.907804743537458
"178","site1",2.88278868212702,0.825511045401358
"179","site1",2.90795017935257,0.940593834240974
"180","site1",2.93311167657811,1.078610807158
"181","site1",2.95827317380366,0.780536054275145
"182","site1",2.98343467102921,1.31046952237374
"183","site1",3.00859616825476,0.992297392883021
"184","site1",3.0337576654803,0.41321162755593
"185","site1",3.05891916270585,0.77515152921292
"186","site1",3.0840806599314,1.30786002761663
"187","site1",3.10924215715695,0.804110698255862
"188","site1",3.13440365438249,0.979673469730145
"189","site1",3.15956515160804,1.25242935598093
"190","site1",3.18472664883359,0.933823201311031
"191","site1",3.20988814605914,1.26362862177504
"192","site1",3.23504964328468,1.25012193749942
"193","site1",3.26021114051023,1.07590135924629
"194","site1",3.28537263773578,0.681691444093611
"195","site1",3.31053413496133,0.800049890446572
"196","site1",3.33569563218687,0.922276998198486
"197","site1",3.36085712941242,0.974904263952414
"198","site1",3.38601862663797,1.45120707677086
"199","site1",3.41118012386352,1.11659954122979
"200","site1",3.43634162108906,0.79707324752646
"201","site1",3.46150311831461,0.719732177233897
"202","site1",3.48666461554016,0.883158798139697
"203","site1",3.51182611276571,0.872399874179188
"204","site1",3.53698760999125,0.840542343361177
"205","site1",3.5621491072168,0.963306588807471
"206","site1",3.58731060444235,0.723917159736747
"207","site1",3.6124721016679,0.97830631336221
"208","site1",3.63763359889344,0.631966066820498
"209","site1",3.66279509611899,0.822367505580377
"210","site1",3.68795659334454,0.929898533742829
"211","site1",3.71311809057009,0.867744093427689
"212","site1",3.73827958779563,0.988039681496116
"213","site1",3.76344108502118,0.801381708355524
"214","site1",3.78860258224673,0.898611382126864
"215","site1",3.81376407947228,0.999625266430468
"216","site1",3.83892557669782,0.62836687514114
"217","site1",3.86408707392337,0.493238738622386
"218","site1",3.88924857114892,0.7426299090839
"219","site1",3.91441006837447,0.668805209881217
"220","site1",3.93957156560001,0.58957747418564
"221","site1",3.96473306282556,0.593259686365916
"222","site1",3.98989456005111,0.531363608776716
"223","site1",4.01505605727666,0.787525654954262
"224","site1",4.04021755450221,0.853068883167077
"225","site1",4.06537905172775,0.801235429678831
"226","site1",4.0905405489533,0.496635943692103
"227","site1",4.11570204617885,0.809565808504162
"228","site1",4.14086354340439,0.485046430895872
"229","site1",4.16602504062994,0.871164567997576
"230","site1",4.19118653785549,0.610072499247675
"231","site1",4.21634803508104,0.385390598526443
"232","site1",4.24150953230659,0.287261538934317
"233","site1",4.26667102953213,0.197791689984554
"234","site1",4.29183252675768,0.195150365478707
"235","site1",4.31699402398323,0.072416291972967
"236","site1",4.34215552120878,0.593140481912211
"237","site1",4.36731701843432,0.504673823711543
"238","site1",4.39247851565987,0.269015831016039
"239","site1",4.41764001288542,0.343727124865275
"240","site1",4.44280151011097,0.190993286143031
"241","site1",4.46796300733651,0.730272325664574
"242","site1",4.49312450456206,0.0584439444952449
"243","site1",4.51828600178761,0.181910941624391
"244","site1",4.54344749901316,0.218167259215781
"245","site1",4.5686089962387,0.266933768296401
"246","site1",4.59377049346425,0.0838158148400608
"247","site1",4.6189319906898,-0.351459051185851
"248","site1",4.64409348791535,-0.184480463629445
"249","site1",4.66925498514089,0.114866400250591
"250","site1",4.69441648236644,0.0157624347892593
"251","site1",4.71957797959199,-0.195318769807885
"252","site1",4.74473947681754,-0.0555099183992551
"253","site1",4.76990097404308,-0.220474035948353
"254","site1",4.79506247126863,-0.0341266493003944
"255","site1",4.82022396849418,-0.392645797413541
"256","site1",4.84538546571973,-0.0594165322496405
"257","site1",4.87054696294527,-0.107816917709935
"258","site1",4.89570846017082,-0.169236793987024
"259","site1",4.92086995739637,-0.203142730139275
"260","site1",4.94603145462192,-0.180054882663418
"261","site1",4.97119295184746,-0.385726553842743
"262","site1",4.99635444907301,-0.303998253472627
"263","site1",5.02151594629856,-0.171399960646274
"264","site1",5.04667744352411,-0.107903283519572
"265","site1",5.07183894074965,-0.32300510351295
"266","site1",5.0970004379752,-0.398749727545431
"267","site1",5.12216193520075,-0.580814763235908
"268","site1",5.1473234324263,-0.708868205147584
"269","site1",5.17248492965184,-0.603451985516699
"270","site1",5.19764642687739,-0.215619479169151
"271","site1",5.22280792410294,-0.33411439769949
"272","site1",5.24796942132849,-0.55424341400074
"273","site1",5.27313091855403,-0.616776719243079
"274","site1",5.29829241577958,-0.636748381768385
"275","site1",5.32345391300513,-0.374342632825999
"276","site1",5.34861541023068,-0.649320037774571
"277","site1",5.37377690745622,-0.363008949228447
"278","site1",5.39893840468177,-0.504537277191051
"279","site1",5.42409990190732,-0.393267853490636
"280","site1",5.44926139913287,-0.846627419462962
"281","site1",5.47442289635841,-0.688720082665955
"282","site1",5.49958439358396,-0.884550830660329
"283","site1",5.52474589080951,-0.606658443871583
"284","site1",5.54990738803506,-0.719040929903845
"285","site1",5.57506888526061,-0.816023085249656
"286","site1",5.60023038248615,-0.484513610491151
"287","site1",5.6253918797117,-0.745539275844677
"288","site1",5.65055337693725,-0.607165337863343
"289","site1",5.67571487416279,-0.664722663649625
"290","site1",5.70087637138834,-0.990550393642932
"291","site1",5.72603786861389,-0.971964884662379
"292","site1",5.75119936583944,-0.852485349613544
"293","site1",5.77636086306499,-1.10036749424805
"294","site1",5.80152236029053,-0.770882026066314
"295","site1",5.82668385751608,-1.15375007174328
"296","site1",5.85184535474163,-0.583316886089624
"297","site1",5.87700685196718,-1.01877674480712
"298","site1",5.90216834919272,-0.592627503330321
"299","site1",5.92732984641827,-1.01985277334265
"300","site1",5.95249134364382,-1.14027460880175
"301","site1",5.97765284086937,-0.948610347841215
"302","site1",6.00281433809491,-0.955457785432799
"303","site1",6.02797583532046,-1.30364698062366
"304","site1",6.05313733254601,-0.762905284141021
"305","site1",6.07829882977156,-1.20300390859676
"306","site1",6.1034603269971,-0.9167694502674
"307","site1",6.12862182422265,-0.88911967276254
"308","site1",6.1537833214482,-0.964028697733101
"309","site1",6.17894481867375,-1.01833028330567
"310","site1",6.20410631589929,-0.95733803318102
"311","site1",6.22926781312484,-1.21228534626794
"312","site1",6.25442931035039,-1.160229218286
"313","site1",6.27959080757594,-1.22274656705716
"314","site1",6.30475230480148,-0.683749104580504
"315","site1",6.32991380202703,-0.699344670325019
"316","site1",6.35507529925258,-0.944887935511908
"317","site1",6.38023679647813,-1.24187443952475
"318","site1",6.40539829370367,-0.993285990282519
"319","site1",6.43055979092922,-0.686825565204859
"320","site1",6.45572128815477,-1.08029221179234
"321","site1",6.48088278538032,-0.820938132433244
"322","site1",6.50604428260586,-1.17007006090986
"323","site1",6.53120577983141,-0.831525726386236
"324","site1",6.55636727705696,-1.15408510800316
"325","site1",6.58152877428251,-1.2021661287589
"326","site1",6.60669027150805,-1.13950542146532
"327","site1",6.6318517687336,-1.11378571960367
"328","site1",6.65701326595915,-1.11307240570462
"329","site1",6.6821747631847,-0.773198786957866
"330","site1",6.70733626041024,-0.897686177509245
"331","site1",6.73249775763579,-0.965496100769613
"332","site1",6.75765925486134,-1.10683379191373
"333","site1",6.78282075208689,-1.08094306996361
"334","site1",6.80798224931243,-1.0189837359724
"335","site1",6.83314374653798,-1.07649025676521
"336","site1",6.85830524376353,-0.928761918018665
"337","site1",6.88346674098908,-0.730829397853493
"338","site1",6.90862823821463,-1.04680201879927
"339","site1",6.93378973544017,-0.501666461970138
"340","site1",6.95895123266572,-1.04251221572545
"341","site1",6.98411272989127,-0.783549380883035
"342","site1",7.00927422711682,-0.273832895348712
"343","site1",7.03443572434236,-0.55271066899064
"344","site1",7.05959722156791,-0.763869015367994
"345","site1",7.08475871879346,-0.868729901985235
"346","site1",7.109920216019,-0.560764371648453
"347","site1",7.13508171324455,-0.661063096654496
"348","site1",7.1602432104701,-0.71438692410266
"349","site1",7.18540470769565,-0.556292775588449
"350","site1",7.21056620492119,-0.697692580973106
"351","site1",7.23572770214674,-0.0478815828740077
"352","site1",7.26088919937229,-0.222872347307338
"353","site1",7.28605069659784,-0.381972147233986
"354","site1",7.31121219382339,-0.373861285795693
"355","site1",7.33637369104893,-0.603379232679945
"356","site1",7.36153518827448,-0.295627382295682
"357","site1",7.38669668550003,-0.520182902188518
"358","site1",7.41185818272558,-0.629470615015539
"359","site1",7.43701967995112,-0.0283480609121964
"360","site1",7.46218117717667,-0.567647272650168
"361","site1",7.48734267440222,-0.41731909617648
"362","site1",7.51250417162777,-0.457869666330257
"363","site1",7.53766566885331,-0.50048257582216
"364","site1",7.56282716607886,-0.167263266129504
"365","site1",7.58798866330441,-0.567590423894792
"366","site1",7.61315016052996,-0.279747986321658
"367","site1",7.6383116577555,-0.32886101418029
"368","site1",7.66347315498105,-0.467391406392202
"369","site1",7.6886346522066,-0.178678066782166
"370","site1",7.71379614943215,-0.225902687924417
"371","site1",7.73895764665769,-0.233215591828355
"372","site1",7.76411914388324,0.106481637002079
"373","site1",7.78928064110879,0.0418260111025957
"374","site1",7.81444213833434,-0.0576204188054593
"375","site1",7.83960363555988,0.0169205953058578
"376","site1",7.86476513278543,-0.136679048346951
"377","site1",7.88992663001098,-0.0043309850497697
"378","site1",7.91508812723653,0.281503790732628
"379","site1",7.94024962446207,0.0828113756134575
"380","site1",7.96541112168762,0.143556762931751
"381","site1",7.99057261891317,0.541118927111792
"382","site1",8.01573411613872,0.0203092085066048
"383","site1",8.04089561336426,0.377985991967537
"384","site1",8.06605711058981,0.568586340407819
"385","site1",8.09121860781536,0.022184857593836
"386","site1",8.11638010504091,0.26292497790761
"387","site1",8.14154160226645,0.205631504879228
"388","site1",8.166703099492,0.209482696053952
"389","site1",8.19186459671755,0.1223469692045
"390","site1",8.2170260939431,0.175879643928587
"391","site1",8.24218759116864,0.632405910454719
"392","site1",8.26734908839419,0.520463614372468
"393","site1",8.29251058561974,0.579734935014235
"394","site1",8.31767208284529,0.758725987503149
"395","site1",8.34283358007083,0.396532253185295
"396","site1",8.36799507729638,0.654987306137318
"397","site1",8.39315657452193,0.50130120046208
"398","site1",8.41831807174748,0.434579597524935
"399","site1",8.44347956897303,0.741156311642895
"400","site1",8.46864106619857,0.5840678602833
"401","site1",8.49380256342412,0.383811765356836
"402","site1",8.51896406064967,0.569354033232726
"403","site1",8.54412555787522,0.935692865132489
"404","site1",8.56928705510076,0.890279716940953
"405","site1",8.59444855232631,0.383091200611779
"406","site1",8.61961004955186,0.712001435098398
"407","site1",8.6447715467774,0.880442019888308
"408","site1",8.66993304400295,0.40350490525505
"409","site1",8.6950945412285,1.02709815426148
"410","site1",8.72025603845405,0.65356920280654
"411","site1",8.74541753567959,0.833707664751249
"412","site1",8.77057903290514,0.7547411051555
"413","site1",8.79574053013069,1.12382586282691
"414","site1",8.82090202735624,0.528031377265225
"415","site1",8.84606352458179,0.80824483680042
"416","site1",8.87122502180733,0.635660031119507
"417","site1",8.89638651903288,0.944927680147523
"418","site1",8.92154801625843,1.32188190931994
"419","site1",8.94670951348398,0.584985816752308
"420","site1",8.97187101070952,0.886837392097852
"421","site1",8.99703250793507,0.880449135629245
"422","site1",9.02219400516062,1.2283702942977
"423","site1",9.04735550238617,0.733246478810967
"424","site1",9.07251699961171,1.03791066840658
"425","site1",9.09767849683726,1.28636783727038
"426","site1",9.12283999406281,0.902614725463632
"427","site1",9.14800149128836,0.82075556727086
"428","site1",9.1731629885139,0.936275906592653
"429","site1",9.19832448573945,1.07473316353169
"430","site1",9.223485982965,0.777101149481183
"431","site1",9.24864748019055,1.30747953093885
"432","site1",9.27380897741609,0.989754207673734
"433","site1",9.29897047464164,0.411116858580254
"434","site1",9.32413197186719,0.773506502601101
"435","site1",9.34929346909274,1.30666578478162
"436","site1",9.37445496631828,0.803367995234041
"437","site1",9.39961646354383,0.979382776702687
"438","site1",9.42477796076938,1.25259085697616
"439","site1",9.44993945799493,1.25227432320519
"440","site1",9.47510095522047,0.933487393162255
"441","site1",9.50026245244602,1.26311225084247
"442","site1",9.52542394967157,1.24942533068073
"443","site1",9.55058544689712,1.07502495754065
"444","site1",9.57574694412266,0.680635802322493
"445","site1",9.60090844134821,0.798815676902518
"446","site1",9.62606993857376,0.92086499422203
"447","site1",9.65123143579931,0.973315363437442
"448","site1",9.67639293302485,1.44944228559871
"449","site1",9.7015544302504,1.11465997663248
"450","site1",9.72671592747595,0.794960137379384
"451","site1",9.7518774247015,0.717446859278496
"452","site1",9.77703892192704,0.880702719136593
"453","site1",9.80220041915259,0.869774588992279
"454","site1",9.82736191637814,0.837749513973301
"455","site1",9.85252341360369,0.960347983268265
"456","site1",9.87768491082923,0.720794651043347
"457","site1",9.90284640805478,0.97502187827352
"458","site1",9.92800790528033,0.628521784605764
"459","site1",9.95316940250588,0.818765556702877
"460","site1",9.97833089973143,0.926141198479483
"461","site1",10.003492396957,0.863833750425498
"462","site1",10.0286538941825,0.983978806266312
"463","site1",10.0538153914081,0.797172871706407
"464","site1",10.0789768886336,0.894257248536305
"465","site1",10.1041383858592,0.995128592359116
"466","site1",10.1292998830847,0.623730507287398
"467","site1",10.1544613803103,0.488465612120254
"468","site1",10.1796228775358,0.73772304564484
"469","site1",10.2047843747614,0.663767715881204
"470","site1",10.2299458719869,0.58441253869862
"471","site1",10.2551073692124,0.5879705791449
"472","site1",10.280268866438,0.525953678183814
"473","site1",10.3054303636635,0.781998325840934
"474","site1",10.3305918608891,0.84742765470598
"475","site1",10.3557533581146,0.795483873148599
"476","site1",10.3809148553402,0.490777700216492
"477","site1",10.4060763525657,0.803604586746969
"478","site1",10.4312378497913,0.478986004713101
"479","site1",10.4563993470168,0.865008774048334
"480","site1",10.4815608442424,0.603825234565306
"481","site1",10.5067223414679,0.379055818051444
"482","site1",10.5318838386935,0.280843253010591
"483","site1",10.557045335919,0.191293961820595
"484","site1",10.5822068331446,0.188577308575311
"485","site1",10.6073683303701,0.0657720675191121
"486","site1",10.6325298275957,0.586429296150739
"487","site1",10.6576913248212,0.497899925276328
"488","site1",10.6828528220468,0.262183508242312
"489","site1",10.7080143192723,0.336840703074821
"490","site1",10.7331758164978,0.184057124905967
"491","site1",10.7583373137234,0.723290816039441
"492","site1",10.7834988109489,0.051421506249184
"493","site1",10.8086603081745,0.174852020435119
"494","site1",10.8338218054,0.211076323857185
"495","site1",10.8589833026256,0.259815307809497
"496","site1",10.8841447998511,0.0766743356911333
"497","site1",10.9093062970767,-0.358619027958153
"498","site1",10.9344677943022,-0.191654405276225
"499","site1",10.9596292915278,0.107683035318937
"500","site1",10.9847907887533,0.00857419412791236
"501","site1",11.0099522859789,-0.20250733555708
"502","site1",11.0351137832044,-0.0626942583886488
"503","site1",11.06027528043,-0.227649602005487
"504","site1",11.0854367776555,-0.0412888988073043
"505","site1",11.1105982748811,-0.399790196182535
"506","site1",11.1357597721066,-0.0665385573937535
"507","site1",11.1609212693322,-0.114912060506213
"508","site1",11.1860827665577,-0.17630056273086
"509","site1",11.2112442637833,-0.210170652987951
"510","site1",11.2364057610088,-0.187042510467093
"511","site1",11.2615672582343,-0.392669462961058
"512","site1",11.2867287554599,-0.310892048575174
"513","site1",11.3118902526854,-0.178240277495132
"514","site1",11.337051749911,-0.114685791732167
"515","site1",11.3622132471365,-0.329725509303481
"516","site1",11.3873747443621,-0.405403776443121
"517","site1",11.4125362415876,-0.587398242778381
"518","site1",11.4376977388132,-0.715376947547625
"519","site1",11.4628592360387,-0.609881870300759
"520","site1",11.4880207332643,-0.221966435785872
"521","site1",11.5131822304898,-0.34037440809665
"522","site1",11.5383437277154,-0.560412515168943
"523","site1",11.5635052249409,-0.622851005724613
"524","site1",11.5886667221665,-0.642724008129638
"525","site1",11.613828219392,-0.38021581609188
"526","site1",11.6389897166176,-0.655087059823385
"527","site1",11.6641512138431,-0.368666159145721
"528","site1",11.6893127110687,-0.510081093580811
"529","site1",11.7144742082942,-0.398694766742664
"530","site1",11.7396357055198,-0.851933993974627
"531","site1",11.7647972027453,-0.693902959017175
"532","site1",11.7899586999708,-0.889606727740312
"533","site1",11.8151201971964,-0.611584160955991
"534","site1",11.8402816944219,-0.723833348681073
"535","site1",11.8654431916475,-0.820679171794927
"536","site1",11.890604688873,-0.489030417187202
"537","site1",11.9157661860986,-0.749913943247795
"538","site1",11.9409276833241,-0.611395096513588
"539","site1",11.9660891805497,-0.668804835824087
"540","site1",11.9912506777752,-0.994482395050904
"541","site1",12.0164121750008,-0.975744226081398
"542","site1",12.0415736722263,-0.856109638465226
"543","site1",12.0667351694519,-1.10383443611276
"544","site1",12.0918966666774,-0.774189426135688
"545","site1",12.117058163903,-1.15689583620968
"546","site1",12.1422196611285,-0.586299023471684
"547","site1",12.1673811583541,-1.02159336721045
"548","site1",12.1925426555796,-0.595276827642702
"549","site1",12.2177041528052,-1.02233312236285
"550","site1",12.2428656500307,-1.14258441230131
"551","site1",12.2680271472562,-0.950748143558518
"552","site1",12.2931886444818,-0.95742221999876
"553","site1",12.3183501417073,-1.30543681041852
"554","site1",12.3435116389329,-0.764519376081628
"555","site1",12.3686731361584,-1.2044412408539
"556","site1",12.393834633384,-0.918029112912669
"557","site1",12.4189961306095,-0.890200868344406
"558","site1",12.4441576278351,-0.964930741781735
"559","site1",12.4693191250606,-1.01905260476626
"560","site1",12.4944806222862,-0.957880174775301
"561","site1",12.5196421195117,-1.21264696478366
"562","site1",12.5448036167373,-1.16041008479422
"563","site1",12.5699651139628,-1.22274656705716
"564","site1",12.5951266111884,-0.683568238072284
"565","site1",12.6202881084139,-0.698983051809296
"566","site1",12.6454496056395,-0.944345793917626
"567","site1",12.670611102865,-1.24115211806416
"568","site1",12.6957726000906,-0.992383946233884
"569","site1",12.7209340973161,-0.685744369622993
"570","site1",12.7460955945417,-1.07903254914707
"571","site1",12.7712570917672,-0.819500800176107
"572","site1",12.7964185889927,-1.16845596896925
"573","site1",12.8215800862183,-0.829735896591378
"574","site1",12.8467415834438,-1.1521206734372
"575","site1",12.8719030806694,-1.2000283330416
"576","site1",12.8970645778949,-1.13719561796576
"577","site1",12.9222260751205,-1.11130537058347
"578","site1",12.947387572346,-1.11042308139224
"579","site1",12.9725490695716,-0.770382164554535
"580","site1",12.9977105667971,-0.894704040127185
"581","site1",13.0228720640227,-0.962350336303207
"582","site1",13.0480335612482,-1.10352639184435
"583","site1",13.0731950584738,-1.0774761280989
"584","site1",13.0983565556993,-1.01535944712072
"585","site1",13.1235180529249,-1.07271091534619
"586","site1",13.1486795501504,-0.924829916610692
"587","site1",13.173841047376,-0.726747225679032
"588","site1",13.1990025446015,-1.04257226014903
"589","site1",13.2241640418271,-0.497291794567019
"590","site1",13.2493255390526,-1.0379954090294
"591","site1",13.2744870362782,-0.778893294337763
"592","site1",13.2996485335037,-0.269040476571486
"593","site1",13.3248100307292,-0.547784951906232
"594","site1",13.3499715279548,-0.758813118288011
"595","site1",13.3751330251803,-0.863547025634016
"596","site1",13.4002945224059,-0.555457797136788
"597","site1",13.4254560196314,-0.655636183402467
"598","site1",13.450617516857,-0.708843107712901
"599","site1",13.4757790140825,-0.550635565671175
"600","site1",13.5009405113081,-0.691925558924292
"601","site1",13.5261020085336,-0.0420083996081286
"602","site1",13.5512635057592,-0.216896720946085
"603","site1",13.5764250029847,-0.375897860752453
"604","site1",13.6015865002103,-0.367692184627489
"605","site1",13.6267479974358,-0.597119222282785
"606","site1",13.6519094946614,-0.28928042567896
"607","site1",13.6770709918869,-0.513753017404459
"608","site1",13.7022324891125,-0.622961872615497
"609","site1",13.727393986338,-0.0217645813697238
"610","site1",13.7525554835636,-0.560993223752477
"611","site1",13.7777169807891,-0.410598690385949
"612","site1",13.8028784780146,-0.451087158117663
"613","site1",13.8280399752402,-0.493642258973301
"614","site1",13.8532014724657,-0.160369471026959
"615","site1",13.8783629696913,-0.560647514776476
