depth	true_age	age	sigma_age	d18O	sigma_d18O
67.8	1820.5008937002701			-5.494095748771489	0.08
69.0	1812.7428579437399			-4.9363225118887195	0.08
70.0	1806.2778281466315			-4.640980605340511	0.08
71.5	1800.053392088489			-4.475248796437259	0.08
72.5	1795.9037680497277			-4.614363964091637	0.08
73.5	1791.754144010966			-4.989401067008323	0.08
74.5	1789.8259411630797			-4.753026731393661	0.08
76.0	1786.9336368912502			-4.765397503076775	0.08
77.0	1785.005434043364			-4.821656755269937	0.08
78.0	1780.4047419983654			-5.219432837982695	0.08
79.0	1775.804049953367			-5.29658913366576	0.08
81.0	1768.120534859077			-4.854454166170495	0.08
82.0	1766.555580805493			-4.809580055708049	0.08
83.5	1764.2081497251172			-4.420348611100521	0.08
85.0	1759.2455905313752			-4.82848392071992	0.08
87.0	1750.8854261974755			-5.081503752653563	0.08
88.0	1747.3059362991276			-5.176243645419577	0.08
89.0	1744.3270386693814			-5.220536655507111	0.08
90.0	1741.3481410396355			-4.88239248723507	0.08
91.0	1738.3692434098894			-4.460425410891351	0.08
91.5	1736.0934588951393			-4.622015437766272	0.08
93.0	1729.266105350889			-4.994599372693708	0.08
94.0	1724.7145363213888			-5.132958460802164	0.08
95.0	1718.36689254237			-5.248910481894477	0.08
96.5	1706.1513147495637			-5.030555235850277	0.08
98.0	1693.9357369567574			-4.806020660205352	0.08
99.0	1691.079172605212			-5.220056061393409	0.08
100.5	1686.7943260778939			-4.9743861729121335	0.08
101.5	1683.9377617263485			-4.909485774083957	0.08
103.0	1679.6354198818476			-4.966057292149777	0.08
104.0	1676.7671919855136			-5.1002255226047515	0.08
105.5	1673.1422479246519			-4.963254488694835	0.08
106.0	1672.3855317601242			-5.073109824876384	0.08
107.5	1670.1153832665411			-4.817943973810161	0.08
108.5	1668.6019509374858			-4.911497566988139	0.08
109.5	1664.2215719204514			-4.990423787833423	0.08
110.8	1658.527079198307			-5.169227941817604	0.08
111.8	1654.1467001812728			-5.434627922631556	0.08
113.0	1652.2261132792744			-5.432236953831341	0.08
114.0	1651.181602180683			-5.391557664841707	0.08
115.3	1649.823737752514			-5.208861538993046	0.08
116.5	1648.1584354221557			-5.207399450754647	0.08
118.0	1645.9738352561956			-5.212787312992376	0.08
119.0	1644.5174351455555			-4.863383218840456	0.08
120.3	1642.2961086887606			-4.7099808943972326	0.08
121.5	1640.245653497873			-4.652090559347099	0.08
123.0	1635.6911843817347			-5.083029373233266	0.08
124.0	1629.9996714676042			-5.088733736469813	0.08
125.5	1621.4624020964084			-4.759172452520691	0.08
127.0	1613.0991554515867			-4.607180401945859	0.08
128.3	1605.9264182075033			-4.871464468761306	0.08
129.5	1599.3054299821958			-5.033369827973566	0.08
131.0	1594.746834381751			-5.216824970348968	0.08
132.0	1591.707770648121			-5.174109737533803	0.08
133.3	1588.1718129398744			-5.390696775420884	0.08
134.5	1586.1842370414076			-5.282249882222677	0.08
135.8	1584.0310298180689			-5.055391510204099	0.08
137.0	1576.1331450598502			-5.362018460333822	0.08
138.3	1558.6131348011559			-4.571172817762545	0.08
139.5	1542.4408176392844			-5.099624224351076	0.08
140.3	1534.672588037963			-5.078177841903784	0.08
141.3	1531.2400409806012			-5.136741495680007	0.08
142.5	1527.1209845117673			-4.810572792577531	0.08
143.0	1525.4047109830865			-4.655715676754067	0.08
143.8	1521.9578759378805			-4.770657598304759	0.08
145.0	1515.03562987178			-5.223356439113333	0.08
146.0	1509.267091483363			-5.022796611978344	0.08
147.0	1503.498553094946			-5.353374486322859	0.08
148.5	1496.9331679558752			-5.219462082155075	0.08
149.5	1492.5562445298278			-4.966363717216224	0.08
150.5	1488.1793211037807			-5.305290054500616	0.08
151.5	1483.6800118815213			-5.237264304599543	0.08
152.8	1477.8309098925838			-4.807481692381554	0.08
154.0	1472.4317388258726			-5.0414903221031615	0.08
155.5	1464.186687353903			-4.736111586044647	0.08
156.5	1458.68998637259			-5.284162832521461	0.08
157.5	1453.193285391277			-4.945573126284766	0.08
158.8	1447.2275503453463			-5.058418137254215	0.08
160.0	1441.7207179952563			-4.698635475189409	0.08
161.5	1433.231219801985			-4.4468252283260625	0.08
162.5	1425.4302773322586			-4.241543635543259	0.08
163.5	1417.629334862532			-5.211746203351366	0.08
164.5	1409.8283923928057			-5.249481761049265	0.08
166.0	1403.6217121921884			-5.074891675813094	0.08
167.0	1399.4839253917771			-5.145332355771403	0.08
168.0	1395.3461385913656			-5.06217374060158	0.08
169.5	1387.177816044535			-5.080597164177553	0.08
170.5	1381.7322676799809			-4.87142615061803	0.08
172.0	1374.7585336839852			-5.124050954071915	0.08
173.5	1370.1739767896593			-4.8031695762052955	0.08
174.5	1367.1176055267754			-4.777783847549677	0.08
