depth	true_age	age	sigma_age	ref	sigma_ref
29.50	NaN	NaN	NaN	-6.25	0.08
31.00	NaN	NaN	NaN	-5.85	0.08
32.00	NaN	NaN	NaN	-6.41	0.08
33.00	NaN	NaN	NaN	-7.65	0.08
34.50	NaN	NaN	NaN	-5.95	0.08
35.80	NaN	NaN	NaN	-5.93	0.08
37.50	NaN	NaN	NaN	-5.63	0.08
38.50	NaN	NaN	NaN	-5.82	0.08
40.00	NaN	NaN	NaN	-5.67	0.08
41.50	NaN	NaN	NaN	-6.69	0.08
43.00	NaN	NaN	NaN	-6.19	0.08
44.50	NaN	NaN	NaN	-6.14	0.08
45.50	NaN	NaN	NaN	-6.08	0.08
47.50	NaN	NaN	NaN	-5.70	0.08
50.00	NaN	NaN	NaN	-5.79	0.08
52.00	NaN	NaN	NaN	-5.95	0.08
53.50	NaN	NaN	NaN	-5.77	0.08
54.80	NaN	NaN	NaN	-5.49	0.08
55.50	NaN	NaN	NaN	-5.69	0.08
56.50	NaN	NaN	NaN	-5.74	0.08
57.50	NaN	NaN	NaN	-5.83	0.08
59.00	NaN	NaN	NaN	-6.05	0.08
60.50	NaN	NaN	NaN	-5.91	0.08
61.50	NaN	NaN	NaN	-6.31	0.08
62.00	NaN	NaN	NaN	-5.98	0.08
62.50	NaN	NaN	NaN	-5.66	0.08
63.50	NaN	NaN	NaN	-4.82	0.08
64.50	NaN	NaN	NaN	-4.55	0.08
65.00	NaN	NaN	NaN	-4.77	0.08
66.50	NaN	NaN	NaN	-5.47	0.08
67.80	NaN	NaN	NaN	-5.90	0.08
69.00	NaN	NaN	NaN	-6.19	0.08
70.00	NaN	NaN	NaN	-5.98	0.08
71.50	NaN	NaN	NaN	-6.09	0.08
72.50	NaN	NaN	NaN	-6.33	0.08
73.50	NaN	NaN	NaN	-6.01	0.08
74.50	NaN	NaN	NaN	-6.52	0.08
76.00	NaN	NaN	NaN	-6.31	0.08
77.00	NaN	NaN	NaN	-6.07	0.08
78.00	NaN	NaN	NaN	-6.19	0.08
79.00	NaN	NaN	NaN	-6.42	0.08
81.00	NaN	NaN	NaN	-6.48	0.08
82.00	NaN	NaN	NaN	-6.54	0.08
83.50	NaN	NaN	NaN	-6.54	0.08
85.00	NaN	NaN	NaN	-6.38	0.08
87.00	NaN	NaN	NaN	-6.34	0.08
88.00	NaN	NaN	NaN	-5.74	0.08
89.00	NaN	NaN	NaN	-5.42	0.08
90.00	NaN	NaN	NaN	-6.25	0.08
91.00	NaN	NaN	NaN	-5.01	0.08
91.50	NaN	NaN	NaN	-4.81	0.08
93.00	NaN	NaN	NaN	-5.58	0.08
94.00	NaN	NaN	NaN	-4.96	0.08
95.00	NaN	NaN	NaN	-4.94	0.08
96.50	NaN	NaN	NaN	-4.85	0.08
98.00	NaN	NaN	NaN	-5.67	0.08
99.00	NaN	NaN	NaN	-5.93	0.08
100.50	NaN	NaN	NaN	-5.40	0.08
101.50	NaN	NaN	NaN	-5.87	0.08
103.00	NaN	NaN	NaN	-5.95	0.08
104.00	NaN	NaN	NaN	-5.71	0.08
105.50	NaN	NaN	NaN	-5.10	0.08
106.00	NaN	NaN	NaN	-5.40	0.08
107.50	NaN	NaN	NaN	-5.72	0.08
108.50	NaN	NaN	NaN	-6.18	0.08
109.50	NaN	NaN	NaN	-5.85	0.08
110.80	NaN	NaN	NaN	-5.82	0.08
111.80	NaN	NaN	NaN	-5.74	0.08
113.00	NaN	NaN	NaN	-5.73	0.08
114.00	NaN	NaN	NaN	-6.14	0.08
115.30	NaN	NaN	NaN	-5.81	0.08
116.50	NaN	NaN	NaN	-6.49	0.08
118.00	NaN	NaN	NaN	-6.61	0.08
119.00	NaN	NaN	NaN	-6.39	0.08
120.30	NaN	NaN	NaN	-6.23	0.08
121.50	NaN	NaN	NaN	-6.35	0.08
123.00	NaN	NaN	NaN	-6.29	0.08
124.00	NaN	NaN	NaN	-6.79	0.08
125.50	NaN	NaN	NaN	-7.36	0.08
127.00	NaN	NaN	NaN	-6.28	0.08
128.30	NaN	NaN	NaN	-6.23	0.08
129.50	NaN	NaN	NaN	-7.25	0.08
131.00	NaN	NaN	NaN	-6.82	0.08
132.00	NaN	NaN	NaN	-6.46	0.08
133.30	NaN	NaN	NaN	-5.61	0.08
134.50	NaN	NaN	NaN	-6.33	0.08
135.80	NaN	NaN	NaN	-6.59	0.08
137.00	NaN	NaN	NaN	-6.25	0.08
138.30	NaN	NaN	NaN	-5.32	0.08
139.50	NaN	NaN	NaN	-5.79	0.08
140.30	NaN	NaN	NaN	-5.55	0.08
141.30	NaN	NaN	NaN	-5.57	0.08
142.50	NaN	NaN	NaN	-6.69	0.08
143.00	NaN	NaN	NaN	-6.32	0.08
143.80	NaN	NaN	NaN	-5.95	0.08
145.00	NaN	NaN	NaN	-5.95	0.08
146.00	NaN	NaN	NaN	-5.87	0.08
147.00	NaN	NaN	NaN	-6.11	0.08
148.50	NaN	NaN	NaN	-6.55	0.08
149.50	NaN	NaN	NaN	-7.08	0.08
150.50	NaN	NaN	NaN	-6.27	0.08
151.50	NaN	NaN	NaN	-6.24	0.08
152.80	NaN	NaN	NaN	-6.21	0.08
154.00	NaN	NaN	NaN	-6.66	0.08
155.50	NaN	NaN	NaN	-6.83	0.08
156.50	NaN	NaN	NaN	-7.19	0.08
157.50	NaN	NaN	NaN	-6.47	0.08
158.80	NaN	NaN	NaN	-6.37	0.08
160.00	NaN	NaN	NaN	-6.43	0.08
161.50	NaN	NaN	NaN	-6.13	0.08
162.50	NaN	NaN	NaN	-6.15	0.08
163.50	NaN	NaN	NaN	-6.37	0.08
164.50	NaN	NaN	NaN	-5.69	0.08
166.00	NaN	NaN	NaN	-6.00	0.08
167.00	NaN	NaN	NaN	-6.27	0.08
168.00	NaN	NaN	NaN	-6.00	0.08
169.50	NaN	NaN	NaN	-6.17	0.08
170.50	NaN	NaN	NaN	-6.60	0.08
172.00	NaN	NaN	NaN	-7.18	0.08
173.50	NaN	NaN	NaN	-6.38	0.08
174.50	NaN	NaN	NaN	-5.84	0.08
175.00	NaN	NaN	NaN	-6.21	0.08
175.50	NaN	NaN	NaN	-6.58	0.08
176.50	NaN	NaN	NaN	-6.87	0.08
177.50	NaN	NaN	NaN	-6.56	0.08
178.80	NaN	NaN	NaN	-6.50	0.08
180.00	NaN	NaN	NaN	-6.65	0.08
181.00	NaN	NaN	NaN	-7.08	0.08
182.00	NaN	NaN	NaN	-7.24	0.08
183.00	NaN	NaN	NaN	-7.30	0.08
184.00	NaN	NaN	NaN	-7.13	0.08
185.00	NaN	NaN	NaN	-6.72	0.08
186.00	NaN	NaN	NaN	-6.51	0.08
187.50	NaN	NaN	NaN	-6.71	0.08
188.50	NaN	NaN	NaN	-6.64	0.08
189.50	NaN	NaN	NaN	-6.22	0.08
190.50	NaN	NaN	NaN	-6.87	0.08
191.80	NaN	NaN	NaN	-6.65	0.08
193.00	NaN	NaN	NaN	-6.30	0.08
194.00	NaN	NaN	NaN	-6.58	0.08
195.00	NaN	NaN	NaN	-6.26	0.08
196.50	NaN	NaN	NaN	-6.30	0.08
197.50	NaN	NaN	NaN	-6.73	0.08
198.50	NaN	NaN	NaN	-6.78	0.08
200.50	NaN	NaN	NaN	-6.62	0.08
201.50	NaN	NaN	NaN	-6.88	0.08
202.50	NaN	NaN	NaN	-6.58	0.08
204.00	NaN	NaN	NaN	-6.59	0.08
205.00	NaN	NaN	NaN	-6.79	0.08
206.00	NaN	NaN	NaN	-6.41	0.08
207.00	NaN	NaN	NaN	-7.01	0.08
208.00	NaN	NaN	NaN	-6.85	0.08
209.30	NaN	NaN	NaN	-6.65	0.08
210.30	NaN	NaN	NaN	-6.65	0.08
211.00	NaN	NaN	NaN	-6.90	0.08
212.00	NaN	NaN	NaN	-7.09	0.08
213.00	NaN	NaN	NaN	-6.66	0.08
214.00	NaN	NaN	NaN	-6.79	0.08
215.00	NaN	NaN	NaN	-6.47	0.08
216.00	NaN	NaN	NaN	-6.74	0.08
217.50	NaN	NaN	NaN	-6.25	0.08
218.00	NaN	NaN	NaN	-6.46	0.08
219.50	NaN	NaN	NaN	-6.67	0.08
220.00	NaN	NaN	NaN	-6.87	0.08
220.50	NaN	NaN	NaN	-6.77	0.08
221.50	NaN	NaN	NaN	-6.01	0.08
222.80	NaN	NaN	NaN	-6.89	0.08
224.00	NaN	NaN	NaN	-6.28	0.08
224.75	NaN	NaN	NaN	-6.36	0.08
225.75	NaN	NaN	NaN	-6.59	0.08
226.50	NaN	NaN	NaN	-6.28	0.08
227.50	NaN	NaN	NaN	-6.77	0.08
228.50	NaN	NaN	NaN	-7.97	0.08
230.00	NaN	NaN	NaN	-6.49	0.08
230.50	NaN	NaN	NaN	-6.74	0.08
231.50	NaN	NaN	NaN	-7.23	0.08
232.50	NaN	NaN	NaN	-7.03	0.08
233.00	NaN	NaN	NaN	-6.84	0.08
233.30	NaN	NaN	NaN	-6.68	0.08
235.00	NaN	NaN	NaN	-6.17	0.08
236.00	NaN	NaN	NaN	-6.34	0.08
237.00	NaN	NaN	NaN	-6.49	0.08
238.50	NaN	NaN	NaN	-6.54	0.08
240.00	NaN	NaN	NaN	-6.48	0.08
241.50	NaN	NaN	NaN	-6.97	0.08
242.50	NaN	NaN	NaN	-7.36	0.08
244.00	NaN	NaN	NaN	-7.46	0.08
245.50	NaN	NaN	NaN	-6.65	0.08
246.50	NaN	NaN	NaN	-6.65	0.08
247.50	NaN	NaN	NaN	-6.55	0.08
249.00	NaN	NaN	NaN	-6.56	0.08
250.50	NaN	NaN	NaN	-7.25	0.08
251.50	NaN	NaN	NaN	-6.91	0.08
253.00	NaN	NaN	NaN	-6.94	0.08
254.00	NaN	NaN	NaN	-6.67	0.08
255.50	NaN	NaN	NaN	-6.68	0.08
256.50	NaN	NaN	NaN	-6.70	0.08
258.00	NaN	NaN	NaN	-7.20	0.08
259.50	NaN	NaN	NaN	-6.78	0.08
261.00	NaN	NaN	NaN	-6.58	0.08
262.30	NaN	NaN	NaN	-6.63	0.08
263.80	NaN	NaN	NaN	-6.55	0.08
265.00	NaN	NaN	NaN	-6.43	0.08
266.30	NaN	NaN	NaN	-6.71	0.08
267.50	NaN	NaN	NaN	-6.77	0.08
268.50	NaN	NaN	NaN	-6.53	0.08
270.00	NaN	NaN	NaN	-6.30	0.08
271.50	NaN	NaN	NaN	-6.71	0.08
273.00	NaN	NaN	NaN	-6.47	0.08
274.50	NaN	NaN	NaN	-6.59	0.08
276.00	NaN	NaN	NaN	-6.65	0.08
277.50	NaN	NaN	NaN	-6.35	0.08
278.50	NaN	NaN	NaN	-6.13	0.08
280.00	NaN	NaN	NaN	-5.93	0.08
281.50	NaN	NaN	NaN	-5.75	0.08
282.50	NaN	NaN	NaN	-5.83	0.08
283.50	NaN	NaN	NaN	-6.29	0.08
284.00	NaN	NaN	NaN	-6.74	0.08
285.50	NaN	NaN	NaN	-6.67	0.08
286.50	NaN	NaN	NaN	-7.29	0.08
287.50	NaN	NaN	NaN	-6.67	0.08
288.50	NaN	NaN	NaN	-7.21	0.08
289.50	NaN	NaN	NaN	-6.94	0.08
291.00	NaN	NaN	NaN	-6.47	0.08
292.00	NaN	NaN	NaN	-6.77	0.08
293.30	NaN	NaN	NaN	-6.61	0.08
294.50	NaN	NaN	NaN	-6.85	0.08
296.00	NaN	NaN	NaN	-6.83	0.08
297.30	NaN	NaN	NaN	-6.64	0.08
298.80	NaN	NaN	NaN	-7.03	0.08
300.00	NaN	NaN	NaN	-6.72	0.08
301.00	NaN	NaN	NaN	-6.66	0.08
302.50	NaN	NaN	NaN	-6.66	0.08
303.80	NaN	NaN	NaN	-6.14	0.08
305.00	NaN	NaN	NaN	-5.52	0.08
306.30	NaN	NaN	NaN	-5.14	0.08
307.50	NaN	NaN	NaN	-5.35	0.08
308.50	NaN	NaN	NaN	-5.22	0.08
310.00	NaN	NaN	NaN	-4.92	0.08
311.50	NaN	NaN	NaN	-5.32	0.08
313.00	NaN	NaN	NaN	-5.35	0.08
314.50	NaN	NaN	NaN	-5.31	0.08
316.00	NaN	NaN	NaN	-4.61	0.08
317.50	NaN	NaN	NaN	-4.99	0.08
319.00	NaN	NaN	NaN	-4.88	0.08
321.50	NaN	NaN	NaN	-5.43	0.08
322.50	NaN	NaN	NaN	-5.24	0.08
323.50	NaN	NaN	NaN	-4.55	0.08
324.50	NaN	NaN	NaN	-4.99	0.08
326.00	NaN	NaN	NaN	-5.24	0.08
327.00	NaN	NaN	NaN	-5.32	0.08
328.00	NaN	NaN	NaN	-6.77	0.08
328.50	NaN	NaN	NaN	-6.72	0.08
329.50	NaN	NaN	NaN	-6.68	0.08
331.00	NaN	NaN	NaN	-5.72	0.08
331.50	NaN	NaN	NaN	-6.09	0.08
332.50	NaN	NaN	NaN	-5.88	0.08
333.50	NaN	NaN	NaN	-5.93	0.08
335.00	NaN	NaN	NaN	-5.93	0.08
336.00	NaN	NaN	NaN	-6.11	0.08
336.50	NaN	NaN	NaN	-6.40	0.08
337.50	NaN	NaN	NaN	-6.29	0.08
338.50	NaN	NaN	NaN	-5.74	0.08
339.50	NaN	NaN	NaN	-5.56	0.08
341.00	NaN	NaN	NaN	-6.15	0.08
342.50	NaN	NaN	NaN	-6.32	0.08
343.50	NaN	NaN	NaN	-5.95	0.08
344.50	NaN	NaN	NaN	-6.12	0.08
345.50	NaN	NaN	NaN	-5.90	0.08
346.50	NaN	NaN	NaN	-5.99	0.08
347.50	NaN	NaN	NaN	-5.79	0.08
348.50	NaN	NaN	NaN	-5.84	0.08
350.00	NaN	NaN	NaN	-5.78	0.08
351.00	NaN	NaN	NaN	-5.84	0.08
352.50	NaN	NaN	NaN	-6.16	0.08
353.50	NaN	NaN	NaN	-6.32	0.08
354.50	NaN	NaN	NaN	-6.76	0.08
356.00	NaN	NaN	NaN	-6.62	0.08
357.00	NaN	NaN	NaN	-6.45	0.08
358.00	NaN	NaN	NaN	-6.38	0.08
359.00	NaN	NaN	NaN	-6.09	0.08
360.00	NaN	NaN	NaN	-6.07	0.08
361.00	NaN	NaN	NaN	-6.10	0.08
362.00	NaN	NaN	NaN	-6.16	0.08
363.00	NaN	NaN	NaN	-6.62	0.08
364.00	NaN	NaN	NaN	-6.32	0.08
365.50	NaN	NaN	NaN	-6.13	0.08
366.50	NaN	NaN	NaN	-6.79	0.08
367.50	NaN	NaN	NaN	-7.05	0.08
368.50	NaN	NaN	NaN	-7.10	0.08
370.00	NaN	NaN	NaN	-7.39	0.08
371.00	NaN	NaN	NaN	-7.37	0.08
372.00	NaN	NaN	NaN	-6.85	0.08
373.00	NaN	NaN	NaN	-7.06	0.08
374.00	NaN	NaN	NaN	-7.23	0.08
375.00	NaN	NaN	NaN	-7.37	0.08
376.00	NaN	NaN	NaN	-6.80	0.08
377.00	NaN	NaN	NaN	-6.72	0.08
378.50	NaN	NaN	NaN	-6.34	0.08
379.50	NaN	NaN	NaN	-6.60	0.08
380.50	NaN	NaN	NaN	-6.96	0.08
381.50	NaN	NaN	NaN	-6.59	0.08
383.00	NaN	NaN	NaN	-5.95	0.08
384.00	NaN	NaN	NaN	-6.75	0.08
385.50	NaN	NaN	NaN	-6.06	0.08
