depth	true_age	age	sigma_age	d18O	sigma_d18O
82.0	1371.8049298702442			-7.348545924871448	0.06
81.8	1373.2149421922252			-7.533138919686037	0.06
81.6	1374.6536249849732			-7.517988285805627	0.06
81.4	1376.1209782484887			-7.54365520016284	0.06
81.2	1377.5883315120038			-7.624522577234096	0.06
81.0	1379.0556847755192			-7.662697932080186	0.06
80.8	1380.5230380390344			-7.663590028257683	0.06
80.6	1381.9903913025496			-7.36840912609784	0.06
80.4	1383.457744566065			-7.358305240238513	0.06
80.2	1384.9250978295802			-7.329045888527006	0.06
80.0	1386.3924510930956			-7.194170694493055	0.06
79.8	1387.8598043566108			-7.399360376606606	0.06
79.6	1389.0967214198286			-7.311034443274635	0.06
79.4	1390.3336384830463			-7.218935009238903	0.06
79.2	1391.5705555462644			-7.096925949622841	0.06
79.0	1392.8074726094821			-7.0890706054341655	0.06
78.8	1394.0443896727002			-7.129647534220929	0.06
78.6	1395.281306735918			-7.172577914122232	0.06
78.4	1396.5182237991357			-7.0726164269626	0.06
78.2	1397.7551408623535			-7.231231407755528	0.06
78.0	1398.9920579255715			-7.390945646363945	0.06
77.8	1400.0487925840357			-7.506989450132075	0.06
77.6	1400.9253448377463			-7.3979279929469355	0.06
77.4	1401.8018970914566			-7.391747534694024	0.06
77.2	1402.678449345167			-7.461328795987883	0.06
77.0	1403.5550015988777			-7.403021628455366	0.06
76.8	1404.4315538525882			-7.274666887473097	0.06
76.6	1405.3081061062987			-7.2690361473027965	0.06
76.4	1406.184658360009			-7.23164587353799	0.06
76.2	1407.0612106137196			-7.279001531434573	0.06
76.0	1407.9377628674301			-7.141364044476624	0.06
75.8	1410.5026066515939			-7.165186988376185	0.06
75.6	1413.0674504357573			-7.321342340353145	0.06
75.4	1415.6322942199208			-7.471038260869114	0.06
74.8	1423.3268255724115			-7.343347403223599	0.06
74.6	1425.8916693565752			-7.190177494376902	0.06
74.4	1428.4565131407385			-7.348266581009234	0.06
74.2	1431.0213569249022			-7.40413684044783	0.06
74.0	1432.6532840123443			-7.185657334206654	0.06
73.8	1433.3522944030651			-7.17145330849723	0.06
73.6	1434.0513047937857			-7.259059674434976	0.06
73.4	1434.7503151845065			-7.172396040616755	0.06
73.2	1435.449325575227			-7.280771331860851	0.06
73.0	1436.1483359659478			-7.243005893390951	0.06
72.8	1436.8473463566684			-7.209086726966243	0.06
72.6	1437.5463567473892			-7.2779163070940704	0.06
72.4	1438.2453671381097			-7.338888091918646	0.06
72.2	1438.9443775288305			-7.190468065519932	0.06
72.0	1439.7291950808044			-7.176899487087883	0.06
71.8	1440.514012632778			-7.155363931945973	0.06
71.6	1441.298830184752			-6.958098981019571	0.06
71.4	1442.0836477367257			-7.072872561500527	0.06
71.2	1442.8684652886996			-7.146167373737959	0.06
71.0	1443.6532828406732			-6.998592387104238	0.06
70.8	1444.4381003926471			-7.238023136598033	0.06
70.6	1445.222917944621			-7.310393961517582	0.06
70.4	1446.0077354965947			-7.441639596143182	0.06
70.2	1447.0310523259086			-7.513955100405695	0.06
70.0	1448.2928684325625			-7.578499741859288	0.06
69.8	1449.5546845392164			-7.3993719317466145	0.06
69.6	1450.8165006458703			-7.503398236096264	0.06
69.4	1452.0783167525242			-7.589866891179172	0.06
69.2	1453.340132859178			-7.6153420973944455	0.06
69.0	1454.601948965832			-7.769792577091137	0.06
68.8	1455.8637650724859			-7.704004735166093	0.06
68.6	1457.1255811791398			-7.783046452894393	0.06
68.4	1458.3873972857937			-7.744041763749102	0.06
68.2	1459.4151925443778			-7.551639145667697	0.06
68.0	1460.442987802962			-7.5862231366105926	0.06
67.8	1461.4707830615462			-7.421318140569369	0.06
67.6	1462.4985783201305			-7.201456047163349	0.06
67.4	1463.5263735787146			-7.241054810087659	0.06
67.2	1464.554168837299			-7.19738793449176	0.06
67.0	1465.581964095883			-7.344267254042269	0.06
66.8	1466.6097593544673			-7.4132949882663315	0.06
66.6	1467.6375546130514			-7.4150932646080525	0.06
66.4	1468.8601118652346			-7.311263993915736	0.06
66.2	1470.2774311110165			-7.402776155465047	0.06
66.0	1471.6947503567985			-7.200448705448854	0.06
65.8	1473.1120696025805			-7.250234074852243	0.06
65.6	1474.5293888483625			-7.154885545464434	0.06
65.4	1475.9467080941442			-6.958842208398949	0.06
65.2	1477.3640273399262			-6.776189825937416	0.06
65.0	1478.7813465857082			-6.826848197854083	0.06
64.8	1480.1986658314902			-7.000274916316955	0.06
64.6	1481.6159850772722			-6.982641022153145	0.06
64.4	1482.6110525922386			-7.146234826401365	0.06
64.2	1483.606120107205			-7.2418028555886576	0.06
64.0	1484.6011876221714			-7.272159191915207	0.06
63.8	1485.5962551371379			-7.295282912177459	0.06
63.6	1486.5913226521043			-7.397142557629751	0.06
63.4	1487.5863901670707			-7.287085359598188	0.06
63.2	1488.581457682037			-7.236359133169445	0.06
63.0	1489.5765251970033			-7.284566211443656	0.06
62.8	1490.5715927119697			-7.160034349035221	0.06
62.6	1491.2058673401264			-7.03917039845791	0.06
62.4	1491.4793490814732			-7.062543118461233	0.06
62.2	1491.75283082282			-7.090542628854383	0.06
62.0	1492.0263125641668			-7.202837911788787	0.06
61.8	1492.2997943055136			-7.125391124456377	0.06
61.6	1492.5732760468604			-7.136206252668912	0.06
61.4	1492.8467577882072			-6.975028596337027	0.06
61.2	1493.120239529554			-7.0362560478405625	0.06
61.0	1493.3937212709009			-7.002210259776024	0.06
60.8	1493.6672030122477			-7.094269196065807	0.06
60.6	1495.6440499505			-7.111021010740458	0.06
60.4	1497.620896888752			-7.262565791201347	0.06
60.2	1499.5977438270043			-7.266926234188882	0.06
60.0	1501.5745907652565			-7.3687205726852465	0.06
59.8	1503.5514377035088			-7.347484969818812	0.06
59.6	1505.5282846417608			-7.259433093555989	0.06
59.4	1507.505131580013			-7.317418630321285	0.06
59.2	1509.4819785182654			-7.2675363442895495	0.06
59.0	1511.4588254565176			-7.0678605546215945	0.06
58.8	1512.804499488082			-7.208328953894695	0.06
58.6	1513.519000612959			-7.081765745637755	0.06
58.4	1514.2335017378357			-7.089318666997114	0.06
58.2	1514.9480028627124			-6.9785371364004165	0.06
58.0	1515.6625039875894			-6.931569043684116	0.06
57.8	1516.3770051124661			-6.992607129155623	0.06
57.6	1517.091506237343			-7.0127655352767	0.06
57.4	1517.8060073622198			-6.8330470736414775	0.06
57.2	1518.5205084870968			-7.021674823055734	0.06
57.0	1519.2350096119735			-7.165897627165771	0.06
56.8	1520.0740824720806			-7.21330392853185	0.06
56.6	1520.913155332188			-7.230355144386792	0.06
56.4	1521.752228192295			-7.317860328907521	0.06
56.2	1522.5913010524023			-7.2879713018637	0.06
56.0	1523.4303739125094			-7.351344485121957	0.06
55.8	1524.2694467726167			-7.298102663614373	0.06
55.6	1525.1085196327238			-7.205787008864915	0.06
55.4	1525.9475924928308			-7.1805485462377	0.06
55.2	1526.7866653529381			-7.376273278283016	0.06
55.0	1527.4590137050984			-7.1245749225128	0.06
54.8	1527.9646375493119			-7.100102977337128	0.06
54.6	1528.4702613935256			-7.186746308818066	0.06
54.4	1528.975885237739			-7.093113384802873	0.06
54.2	1529.4815090819525			-7.102840563554076	0.06
54.0	1529.9871329261662			-6.971185526483799	0.06
53.8	1530.4927567703796			-6.886850070145451	0.06
53.6	1530.998380614593			-6.846833942147452	0.06
53.4	1531.5040044588068			-6.951953386787685	0.06
53.2	1532.0096283030202			-7.042347853211434	0.06
53.0	1533.5513645320486			-7.099374659803318	0.06
52.8	1535.093100761077			-7.211464802318671	0.06
52.6	1536.6348369901057			-7.095446742663068	0.06
52.4	1538.176573219134			-7.191834003236417	0.06
52.2	1539.7183094481625			-7.16108398322423	0.06
52.0	1541.2600456771909			-7.251455424400222	0.06
51.8	1542.8017819062195			-6.969925238275552	0.06
51.6	1544.343518135248			-6.986011925694008	0.06
51.4	1545.8852543642763			-6.97671862284894	0.06
51.2	1547.0652457709045			-6.934114687605728	0.06
51.0	1547.8834923551321			-6.9467548164769894	0.06
50.8	1548.70173893936			-6.889174802083852	0.06
50.6	1549.5199855235878			-7.02503721885913	0.06
50.4	1550.3382321078157			-7.006507836248785	0.06
50.2	1551.1564786920433			-7.107862786811623	0.06
50.0	1551.974725276271			-7.06343102628788	0.06
49.8	1552.792971860499			-6.948365230928559	0.06
49.6	1553.6112184447265			-7.1030135008164015	0.06
49.4	1554.4294650289544			-7.0796351695947966	0.06
49.2	1555.1208538996539			-7.044961114000491	0.06
49.0	1555.8122427703536			-7.170580354129564	0.06
48.8	1556.503631641053			-7.214520736742572	0.06
48.6	1557.1950205117525			-7.230883926579633	0.06
48.4	1557.8864093824523			-7.19483149476556	0.06
48.2	1558.5777982531517			-7.155235514952148	0.06
48.0	1559.2691871238512			-7.062562433644737	0.06
47.8	1559.960575994551			-7.125691268019872	0.06
47.6	1560.6519648652504			-7.174019450536562	0.06
47.4	1561.5627723495386			-7.108351441727476	0.06
47.2	1562.6929984474157			-7.189960585039166	0.06
47.0	1563.8232245452925			-7.176543596082444	0.06
46.8	1564.9534506431694			-7.160349130358667	0.06
46.6	1566.0836767410465			-7.224822955442574	0.06
46.4	1567.2139028389233			-7.191674181668491	0.06
46.2	1568.3441289368004			-7.079572048352711	0.06
46.0	1569.4743550346773			-7.114961234904735	0.06
45.6	1571.7348072304312			-7.291639320357234	0.06
45.5	1571.884068762277			-7.327532978404611	0.06
45.4	1572.0333302941226			-7.298055084757764	0.06
45.3	1572.1825918259683			-7.233026802058775	0.06
45.2	1572.331853357814			-7.294428882367679	0.06
45.1	1572.4811148896597			-7.32336167802517	0.06
44.9	1572.779637953351			-7.319668793685727	0.06
44.8	1572.9288994851968			-7.383608852362936	0.06
44.7	1573.0781610170422			-7.441578677974335	0.06
44.6	1573.227422548888			-7.4791388466623845	0.06
44.5	1573.3766840807336			-7.459699545027213	0.06
44.4	1573.5259456125793			-7.478680988459294	0.06
44.3	1573.675207144425			-7.472234690337607	0.06
44.2	1573.8244686762707			-7.5130393028870905	0.06
44.1	1573.9737302081164			-7.535374434419414	0.06
44.0	1574.1229917399621			-7.396667115523029	0.06
43.9	1574.2722532718078			-7.502682785737398	0.06
43.8	1574.4215148036535			-7.55516148331805	0.06
43.7	1574.5707763354992			-7.542044283868364	0.06
43.6	1575.1261696578988			-7.728443265897013	0.06
43.5	1575.6815629802984			-7.585931229342347	0.06
43.4	1576.236956302698			-7.712720747351081	0.06
43.3	1576.7923496250976			-7.674567331257435	0.06
43.2	1577.3477429474972			-7.75800904749697	0.06
43.1	1577.903136269897			-7.661361512172361	0.06
43.0	1578.4585295922966			-7.644078836246535	0.06
42.9	1579.0139229146962			-7.6992860819494835	0.06
42.8	1579.5693162370958			-7.757364359937227	0.06
42.7	1580.1247095594954			-7.779326643843822	0.06
42.6	1580.680102881895			-7.864422098689417	0.06
42.5	1581.2354962042946			-7.707462586414857	0.06
42.4	1581.7908895266942			-7.662425639226207	0.06
42.3	1582.3462828490938			-7.657868550361346	0.06
42.2	1582.9016761714934			-7.577901361384973	0.06
42.0	1584.0124628162928			-7.4937407498455615	0.06
41.9	1584.5678561386924			-7.40472145099157	0.06
41.8	1585.123249461092			-7.383947231321937	0.06
41.7	1585.451802689448			-7.14368217327268	0.06
41.4	1586.4374623745164			-7.210748253918493	0.06
41.3	1586.7660156028724			-7.279339834705829	0.06
41.2	1587.0945688312283			-7.234750193482548	0.06
41.0	1587.7516752879405			-7.343049365583296	0.06
40.8	1588.4087817446527			-7.429543917160328	0.06
40.7	1588.737334973009			-7.366040549102842	0.06
40.5	1589.394441429721			-7.328429942454657	0.06
40.3	1590.0515478864331			-7.379686435573578	0.06
40.2	1590.3801011147893			-7.423762601362866	0.06
40.1	1590.7086543431453			-7.406523477572122	0.06
40.0	1591.0372075715015			-7.3872569733210565	0.06
39.9	1591.3657607998575			-7.417716912684173	0.06
39.8	1592.3318983737693			-7.382658645425323	0.06
39.7	1593.298035947681			-7.338495427691812	0.06
39.6	1594.2641735215927			-7.267611715438374	0.06
39.5	1595.2303110955045			-7.183404196498301	0.06
39.3	1597.1625862433282			-6.953642837555437	0.06
39.2	1598.12872381724			-6.980240831871101	0.06
39.1	1599.0948613911517			-6.841188663306263	0.06
39.0	1600.0609989650634			-6.939993121795017	0.06
38.9	1601.0271365389751			-7.037097281382692	0.06
38.8	1601.9932741128869			-7.094979000902732	0.06
38.7	1602.9594116867986			-7.3984690995510265	0.06
38.6	1603.9255492607103			-7.161944066460374	0.06
38.5	1604.891686834622			-7.203400210178758	0.06
38.4	1605.857824408534			-7.090869650995334	0.06
38.3	1606.8239619824458			-7.06560629226116	0.06
38.2	1607.7900995563575			-7.006016349698375	0.06
38.1	1608.7562371302693			-6.95647693629665	0.06
38.0	1609.722374704181			-6.854684718671194	0.06
37.8	1612.0795038654594			-6.966725959878339	0.06
37.7	1613.2580684460986			-7.029554391442003	0.06
37.5	1615.615197607377			-7.2823183401445295	0.06
37.4	1616.7937621880162			-7.3362853444343985	0.06
37.3	1617.9723267686554			-7.366646332168689	0.06
37.2	1619.1508913492944			-7.300285956784608	0.06
37.1	1620.3294559299336			-7.266627893868099	0.06
37.0	1621.508020510573			-7.144338122398216	0.06
36.9	1622.6865850912122			-7.099994435897618	0.06
36.8	1623.8651496718514			-7.014489618508553	0.06
36.7	1625.0437142524904			-7.041488275248859	0.06
36.6	1626.2222788331296			-7.105653023532546	0.06
36.5	1627.4008434137688			-7.126068854410986	0.06
36.4	1628.579407994408			-7.406529863599582	0.06
36.3	1629.7579725750472			-7.321835082557519	0.06
36.2	1630.9365371556864			-7.380646131993	0.06
36.1	1632.1151017363256			-7.461085252317461	0.06
36.0	1633.4419080690127			-7.22627047190347	0.06
35.9	1634.7687144017			-7.467119120985489	0.06
35.7	1637.422327067074			-7.325553993993813	0.06
35.6	1638.7491333997611			-7.212229409185262	0.06
35.5	1640.0759397324482			-7.104062234548208	0.06
35.4	1641.4027460651355			-7.094898269674216	0.06
35.3	1642.7295523978225			-7.005081186402175	0.06
35.2	1644.0563587305096			-7.023192201893044	0.06
35.1	1645.3831650631967			-7.0566566804754185	0.06
35.0	1646.7099713958837			-7.175066673911595	0.06
34.9	1648.0367777285708			-7.231250633113991	0.06
34.8	1649.363584061258			-7.190765095940304	0.06
34.7	1650.690390393945			-7.209749285172975	0.06
34.6	1652.0171967266322			-7.022693392043654	0.06
34.5	1653.3440030593192			-6.943125643072623	0.06
34.4	1654.6708093920063			-7.045567645188259	0.06
34.3	1655.9976157246936			-6.823774770421833	0.06
34.0	1658.4096854840222			-7.159123807863597	0.06
33.9	1658.952317197343			-7.075085056837479	0.06
33.8	1659.4949489106639			-7.105269626059016	0.06
33.7	1660.0375806239847			-7.068136701598058	0.06
33.6	1660.5802123373055			-7.194235753405431	0.06
33.5	1661.1228440506263			-7.062336202421914	0.06
33.4	1661.6654757639471			-7.036054615697333	0.06
33.3	1662.208107477268			-7.072381139059733	0.06
33.2	1662.7507391905888			-7.085987363067739	0.06
33.1	1663.2933709039096			-7.146519497163314	0.06
33.0	1663.8360026172306			-7.184059818012677	0.06
32.9	1664.3786343305514			-7.162957625150614	0.06
32.8	1664.9212660438723			-7.2983031848714734	0.06
32.7	1665.463897757193			-7.325296000800216	0.06
32.6	1666.006529470514			-7.30483737255437	0.06
32.5	1666.5491611838347			-7.373677675803696	0.06
32.4	1667.0917928971555			-7.309855960349888	0.06
32.3	1667.6344246104763			-7.312593820033007	0.06
32.2	1668.0799771765553			-7.365174844812177	0.06
32.0	1668.9710823087134			-7.122000914949625	0.06
31.9	1669.4166348747926			-7.225249714333815	0.06
31.8	1669.8621874408716			-7.217843590949616	0.06
31.7	1670.3077400069508			-7.203930742569483	0.06
31.6	1670.7532925730297			-7.30604458428829	0.06
31.5	1671.198845139109			-7.276518062920747	0.06
31.3	1672.089950271267			-7.429387555281907	0.06
31.1	1672.9810554034252			-7.464408597579807	0.06
31.0	1673.4266079695042			-7.372242789454258	0.06
30.9	1673.8721605355834			-7.409162699777519	0.06
30.8	1674.3177131016623			-7.552711158385494	0.06
30.7	1674.7632656677415			-7.43329384221424	0.06
30.6	1675.2088182338205			-7.446514054069245	0.06
30.5	1675.6543707998994			-7.290701094520521	0.06
30.4	1676.0999233659786			-7.353636696955021	0.06
30.2	1676.6440777202429			-7.274779850605984	0.06
30.1	1676.9161548973748			-7.293395443792833	0.06
29.9	1677.460309251639			-7.290474067990306	0.06
29.8	1677.7323864287712			-7.259571363530528	0.06
29.7	1678.0044636059033			-7.013482491726563	0.06
29.5	1678.5486179601676			-7.0921026479446985	0.06
29.4	1678.8206951372995			-7.0717207629872485	0.06
29.3	1679.0927723144316			-6.975074673705736	0.06
29.2	1679.3648494915637			-7.002915338663842	0.06
29.1	1679.6369266686959			-7.123345900116922	0.06
29.0	1679.909003845828			-7.018161300507003	0.06
28.9	1680.1810810229601			-7.12520810723166	0.06
28.8	1680.453158200092			-7.04649375679404	0.06
28.7	1680.7252353772242			-7.077033558306157	0.06
28.6	1680.9973125543563			-7.020185770794007	0.06
28.5	1681.2693897314884			-7.118096928163496	0.06
28.4	1681.6635312746766			-7.127279239380863	0.06
28.3	1682.057672817865			-7.10347038226006	0.06
28.2	1682.4518143610533			-7.247160566009553	0.06
28.1	1682.8459559042417			-7.207742835394207	0.06
28.0	1683.24009744743			-7.2151922586124	0.06
27.9	1683.6342389906183			-7.270674981334005	0.06
27.7	1684.4225220769947			-7.300473102273695	0.06
27.6	1684.8166636201831			-7.272155086426235	0.06
27.5	1685.2108051633713			-7.25236244943741	0.06
27.4	1685.6049467065598			-7.467279241997424	0.06
27.2	1686.3932297929362			-7.407036206487593	0.06
27.1	1686.7873713361246			-7.572334179949537	0.06
27.0	1687.1815128793128			-7.504689097925352	0.06
26.9	1687.5756544225012			-7.514404914378239	0.06
26.8	1687.9697959656894			-7.512727730247352	0.06
26.7	1688.3639375088778			-7.519914563207162	0.06
26.6	1688.758079052066			-7.492765876230753	0.06
26.5	1689.2668472506			-7.457785760522529	0.06
26.4	1689.7756154491342			-7.465511966093827	0.06
26.3	1690.2843836476682			-7.608790202793763	0.06
26.1	1691.3019200447363			-7.668665180977282	0.06
25.9	1692.3194564418043			-7.614089048235609	0.06
25.8	1692.8282246403382			-7.494342869186083	0.06
25.7	1693.3369928388724			-7.608272719037781	0.06
25.6	1693.8457610374064			-7.466168101413499	0.06
25.5	1694.3545292359404			-7.578009735261919	0.06
25.4	1694.8632974344746			-7.451379965180072	0.06
25.3	1695.3720656330086			-7.440276538330335	0.06
25.2	1695.8808338315425			-7.335153085734009	0.06
25.1	1696.3896020300767			-7.1527983194259095	0.06
25.0	1696.8983702286107			-7.186696479503832	0.06
24.82	1697.814152985972			-7.193100001774031	0.06
24.57	1698.969421266579			-7.251849901512666	0.06
24.48	1699.3465534189863			-7.207620160506012	0.06
24.4	1699.681781998904			-7.210277586301863	0.06
24.32	1700.0170105788216			-7.202641369681552	0.06
24.23	1700.394142731229			-7.461516875580976	0.06
24.15	1700.7293713111467			-7.252881641811866	0.06
24.07	1701.0645998910643			-7.319058751251128	0.06
23.99	1701.399828470982			-7.412378885378735	0.06
23.9	1701.7769606233892			-7.283567900313147	0.06
23.82	1702.1121892033068			-7.327018243678037	0.06
23.74	1702.4474177832246			-7.3785869201272325	0.06
23.65	1702.824549935632			-7.423253889263199	0.06
23.57	1703.1597785155495			-7.501873686504405	0.06
23.49	1703.4950070954671			-7.5275363298689095	0.06
23.41	1703.8302356753848			-7.4670397977201866	0.06
23.32	1704.2073678277923			-7.5153489980008565	0.06
23.07	1705.2549571400348			-7.376273127699459	0.06
22.99	1705.5901857199524			-7.496343301289061	0.06
22.91	1705.92541429987			-7.428120066740945	0.06
22.82	1706.3025464522775			-7.453767296665645	0.06
22.74	1706.7664097362856			-7.301745997493939	0.06
22.66	1707.2731512549906			-7.297311848381373	0.06
22.57	1707.8432354635338			-7.37005242067279	0.06
22.49	1708.3499769822388			-7.309106256051573	0.06
22.41	1708.8567185009438			-7.369174021878237	0.06
22.33	1709.3634600196488			-7.515112972490064	0.06
22.24	1709.9335442281917			-7.511199663910536	0.06
22.16	1710.4402857468967			-7.587050676755733	0.06
22.08	1710.9470272656017			-7.5828957191554345	0.06
21.99	1711.517111474145			-7.658906749016828	0.06
21.91	1712.02385299285			-7.6475872801259985	0.06
21.83	1712.530594511555			-7.7022839019504366	0.06
21.75	1713.03733603026			-7.648573410993328	0.06
21.66	1713.6074202388031			-7.505448541174028	0.06
21.58	1714.114161757508			-7.518444675675584	0.06
21.5	1714.620903276213			-7.490006695519926	0.06
21.41	1715.190987484756			-7.529480789019868	0.06
21.33	1715.697729003461			-7.449810682344667	0.06
21.25	1716.204470522166			-7.421021428455772	0.06
21.16	1716.7745547307093			-7.39485296704772	0.06
21.0	1717.7880377681192			-7.2894771130942395	0.06
20.91	1718.3581219766622			-7.357607223607983	0.06
20.83	1718.966762645578			-7.345056324721713	0.06
20.75	1719.5899603359521			-7.24382734942591	0.06
20.67	1720.2131580263263			-7.214604463448062	0.06
20.58	1720.9142554279974			-7.2889928158750505	0.06
20.5	1721.5374531183716			-7.344893244241913	0.06
20.42	1722.1606508087457			-7.18321701037844	0.06
20.33	1722.8617482104169			-7.183001903814223	0.06
20.25	1723.484945900791			-7.251338628409459	0.06
20.17	1724.1081435911651			-7.404317193812289	0.06
20.09	1724.7313412815395			-7.384790368924092	0.06
20.0	1725.4324386832104			-7.432502448159525	0.06
19.9	1726.2114357961782			-7.320760670009952	0.06
19.8	1726.990432909146			-7.435950580992244	0.06
19.7	1727.7694300221137			-7.5008439431324705	0.06
19.6	1728.5484271350815			-7.414202912390293	0.06
19.5	1729.3274242480493			-7.565820055113655	0.06
19.4	1730.106421361017			-7.541020504062231	0.06
19.3	1730.8854184739848			-7.583811313176986	0.06
19.2	1731.6644155869526			-7.480556383898755	0.06
19.1	1732.4434126999204			-7.59388685040761	0.06
19.0	1733.2224098128881			-7.590475146079408	0.06
18.9	1733.7732846755096			-7.624893703210332	0.06
18.8	1734.324159538131			-7.490056494323742	0.06
18.7	1734.8750344007526			-7.599940913104983	0.06
18.6	1735.425909263374			-7.464340438819984	0.06
18.5	1735.9767841259954			-7.57354126462742	0.06
18.4	1736.527658988617			-7.4474499976790876	0.06
18.3	1737.0785338512385			-7.615170939303093	0.06
18.2	1737.62940871386			-7.487387950723616	0.06
18.1	1738.1802835764813			-7.499472777983816	0.06
18.0	1738.731158439103			-7.47075723577147	0.06
17.9	1739.2820333017244			-7.485504009697286	0.06
17.7	1740.3837830269672			-7.532341149936419	0.06
17.5	1741.4855327522102			-7.645083910866325	0.06
17.4	1742.0364076148317			-7.691105170884852	0.06
17.3	1742.587282477453			-7.660209513999962	0.06
17.2	1743.1381573400747			-7.826444464730151	0.06
17.0	1744.4376965792947			-7.614978580289877	0.06
16.9	1745.186360955893			-7.632138232929903	0.06
16.8	1745.9350253324915			-7.478363917956721	0.06
16.7	1746.6836897090898			-7.627197922060899	0.06
16.6	1747.4323540856883			-7.655443659687945	0.06
16.5	1748.1810184622868			-7.599505814990465	0.06
16.4	1748.9296828388851			-7.629917951164198	0.06
16.3	1749.6783472154837			-7.59599376613778	0.06
16.2	1750.4270115920822			-7.716300144549366	0.06
16.1	1751.1756759686805			-7.665019181299199	0.06
15.9	1752.6730047218775			-7.563493118909669	0.06
15.77	1753.6462684114554			-7.631953240973443	0.06
15.64	1754.6195321010334			-7.4971599601817	0.06
15.51	1755.5927957906113			-7.498422545621733	0.06
15.38	1756.5660594801893			-7.432361577784367	0.06
15.25	1757.5393231697674			-7.586507055442464	0.06
15.12	1759.370274403731			-7.584498044714121	0.06
14.99	1761.7372803529358			-7.388537149579785	0.06
14.86	1764.1042863021407			-7.361207616535959	0.06
14.73	1766.4712922513454			-7.230728662792037	0.06
14.6	1768.8382982005503			-6.874499025225944	0.06
14.47	1771.2053041497552			-6.919362923864076	0.06
14.34	1773.5723100989599			-7.187878371685302	0.06
14.21	1775.9393160481648			-7.3014418858878	0.06
14.08	1778.3063219973697			-7.18039604569583	0.06
13.95	1780.6733279465745			-7.271727636973301	0.06
13.82	1783.0403338957792			-7.407064264034219	0.06
13.69	1785.407339844984			-7.309910328650454	0.06
13.56	1787.774345794189			-7.269218339508278	0.06
13.43	1790.1413517433937			-7.18696779810686	0.06
13.3	1792.5083576925986			-7.306179498392313	0.06
13.17	1795.0753539875898			-7.310591839339132	0.06
13.04	1797.6423502825812			-7.39440815029103	0.06
12.91	1800.2093465775724			-7.226108749440138	0.06
12.78	1802.7763428725636			-7.349772447162693	0.06
12.65	1805.343339167555			-7.297592932498092	0.06
12.52	1807.9103354625463			-7.284509987621355	0.06
12.39	1810.4773317575375			-7.2778344188918584	0.06
12.26	1813.044328052529			-7.485625292445278	0.06
12.13	1815.6113243475202			-7.481872671795138	0.06
12.0	1818.1783206425114			-7.5333580746126865	0.06
11.9	1820.15293317712			-7.645014274167252	0.06
11.8	1822.1275457117288			-7.601225913700282	0.06
11.7	1824.1021582463375			-7.535704661880899	0.06
11.6	1826.0767707809462			-7.535629973432966	0.06
11.5	1828.0513833155549			-7.487676382135667	0.06
11.4	1830.0259958501636			-7.243376649685337	0.06
11.3	1830.206667191433			-7.354730845342008	0.06
11.2	1830.3873385327026			-7.223937884710046	0.06
11.18	1830.4234728009565			-7.2809915976067785	0.06
11.09	1830.5860770080992			-7.24854004624574	0.06
11.0	1830.7486812152417			-7.288579357345593	0.06
10.91	1830.9112854223843			-7.2440100456947505	0.06
10.82	1831.073889629527			-7.221332151106983	0.06
10.73	1831.2364938366695			-7.217290506336452	0.06
10.64	1831.399098043812			-7.319685508148983	0.06
10.55	1831.5617022509546			-7.28875549505128	0.06
10.46	1831.7243064580973			-7.242320945429954	0.06
