depth	true_age	age	sigma_age	ref	sigma_ref
6.17	NaN	NaN	NaN	-7.25	0.10
6.25	NaN	NaN	NaN	-6.95	0.10
6.37	NaN	NaN	NaN	-7.41	0.10
6.77	NaN	NaN	NaN	-7.28	0.10
7.18	NaN	NaN	NaN	-7.21	0.10
7.58	NaN	NaN	NaN	-7.25	0.10
7.98	NaN	NaN	NaN	-7.06	0.10
8.39	NaN	NaN	NaN	-7.25	0.10
8.79	NaN	NaN	NaN	-7.14	0.10
9.19	NaN	NaN	NaN	-7.14	0.10
9.60	NaN	NaN	NaN	-7.32	0.10
10.00	NaN	NaN	NaN	-7.34	0.10
10.43	NaN	NaN	NaN	-7.38	0.10
10.85	NaN	NaN	NaN	-7.21	0.10
11.28	NaN	NaN	NaN	-7.08	0.10
11.71	NaN	NaN	NaN	-7.39	0.10
12.14	NaN	NaN	NaN	-7.46	0.10
12.56	NaN	NaN	NaN	-7.19	0.10
12.99	NaN	NaN	NaN	-6.98	0.10
13.42	NaN	NaN	NaN	-6.92	0.10
13.85	NaN	NaN	NaN	-7.06	0.10
14.27	NaN	NaN	NaN	-6.94	0.10
14.70	NaN	NaN	NaN	-7.22	0.10
15.13	NaN	NaN	NaN	-7.16	0.10
15.57	NaN	NaN	NaN	-6.92	0.10
16.01	NaN	NaN	NaN	-7.10	0.10
16.45	NaN	NaN	NaN	-7.03	0.10
16.89	NaN	NaN	NaN	-7.01	0.10
17.32	NaN	NaN	NaN	-6.88	0.10
17.76	NaN	NaN	NaN	-6.89	0.10
18.20	NaN	NaN	NaN	-7.36	0.10
18.64	NaN	NaN	NaN	-7.11	0.10
19.08	NaN	NaN	NaN	-7.10	0.10
19.52	NaN	NaN	NaN	-7.27	0.10
19.96	NaN	NaN	NaN	-7.23	0.10
20.38	NaN	NaN	NaN	-7.18	0.10
20.81	NaN	NaN	NaN	-7.17	0.10
21.23	NaN	NaN	NaN	-6.98	0.10
21.65	NaN	NaN	NaN	-7.23	0.10
22.08	NaN	NaN	NaN	-7.15	0.10
22.50	NaN	NaN	NaN	-7.14	0.10
22.92	NaN	NaN	NaN	-7.22	0.10
23.35	NaN	NaN	NaN	-6.98	0.10
23.77	NaN	NaN	NaN	-7.02	0.10
24.19	NaN	NaN	NaN	-7.33	0.10
24.62	NaN	NaN	NaN	-7.00	0.10
25.04	NaN	NaN	NaN	-7.17	0.10
25.44	NaN	NaN	NaN	-7.13	0.10
25.83	NaN	NaN	NaN	-7.01	0.10
26.23	NaN	NaN	NaN	-7.30	0.10
26.63	NaN	NaN	NaN	-7.12	0.10
27.02	NaN	NaN	NaN	-7.06	0.10
27.42	NaN	NaN	NaN	-7.21	0.10
27.82	NaN	NaN	NaN	-7.19	0.10
28.21	NaN	NaN	NaN	-7.34	0.10
28.61	NaN	NaN	NaN	-7.24	0.10
29.01	NaN	NaN	NaN	-7.09	0.10
29.40	NaN	NaN	NaN	-7.22	0.10
29.80	NaN	NaN	NaN	-7.20	0.10
30.22	NaN	NaN	NaN	-7.24	0.10
30.66	NaN	NaN	NaN	-7.16	0.10
31.11	NaN	NaN	NaN	-7.29	0.10
31.55	NaN	NaN	NaN	-7.29	0.10
31.99	NaN	NaN	NaN	-7.24	0.10
32.43	NaN	NaN	NaN	-7.26	0.10
32.88	NaN	NaN	NaN	-7.28	0.10
33.32	NaN	NaN	NaN	-7.23	0.10
33.76	NaN	NaN	NaN	-7.11	0.10
34.20	NaN	NaN	NaN	-7.17	0.10
34.65	NaN	NaN	NaN	-7.27	0.10
35.09	NaN	NaN	NaN	-7.30	0.10
35.54	NaN	NaN	NaN	-7.37	0.10
35.98	NaN	NaN	NaN	-7.33	0.10
36.43	NaN	NaN	NaN	-7.12	0.10
36.88	NaN	NaN	NaN	-7.29	0.10
37.32	NaN	NaN	NaN	-7.20	0.10
37.77	NaN	NaN	NaN	-7.37	0.10
38.21	NaN	NaN	NaN	-7.10	0.10
38.66	NaN	NaN	NaN	-7.41	0.10
39.11	NaN	NaN	NaN	-7.18	0.10
39.55	NaN	NaN	NaN	-7.24	0.10
40.00	NaN	NaN	NaN	-7.24	0.10
40.44	NaN	NaN	NaN	-7.22	0.10
40.88	NaN	NaN	NaN	-7.12	0.10
41.33	NaN	NaN	NaN	-7.05	0.10
41.77	NaN	NaN	NaN	-7.09	0.10
42.21	NaN	NaN	NaN	-7.20	0.10
42.65	NaN	NaN	NaN	-7.24	0.10
43.10	NaN	NaN	NaN	-7.30	0.10
43.54	NaN	NaN	NaN	-7.08	0.10
43.98	NaN	NaN	NaN	-7.18	0.10
44.42	NaN	NaN	NaN	-7.32	0.10
44.87	NaN	NaN	NaN	-7.15	0.10
45.34	NaN	NaN	NaN	-7.14	0.10
45.58	NaN	NaN	NaN	-7.13	0.10
45.68	NaN	NaN	NaN	-7.06	0.10
45.83	NaN	NaN	NaN	-7.18	0.10
46.17	NaN	NaN	NaN	-7.15	0.10
46.31	NaN	NaN	NaN	-7.08	0.10
46.80	NaN	NaN	NaN	-7.00	0.10
47.28	NaN	NaN	NaN	-7.07	0.10
47.77	NaN	NaN	NaN	-7.24	0.10
48.25	NaN	NaN	NaN	-7.12	0.10
48.74	NaN	NaN	NaN	-7.09	0.10
49.22	NaN	NaN	NaN	-7.22	0.10
49.71	NaN	NaN	NaN	-7.12	0.10
50.19	NaN	NaN	NaN	-7.04	0.10
50.66	NaN	NaN	NaN	-7.29	0.10
51.13	NaN	NaN	NaN	-7.42	0.10
51.60	NaN	NaN	NaN	-7.30	0.10
52.08	NaN	NaN	NaN	-7.33	0.10
52.55	NaN	NaN	NaN	-7.14	0.10
53.02	NaN	NaN	NaN	-7.24	0.10
53.49	NaN	NaN	NaN	-7.51	0.10
53.96	NaN	NaN	NaN	-7.25	0.10
54.43	NaN	NaN	NaN	-7.47	0.10
54.91	NaN	NaN	NaN	-7.23	0.10
55.32	NaN	NaN	NaN	-7.70	0.10
55.73	NaN	NaN	NaN	-7.51	0.10
56.13	NaN	NaN	NaN	-7.30	0.10
56.53	NaN	NaN	NaN	-7.35	0.10
56.94	NaN	NaN	NaN	-7.32	0.10
57.34	NaN	NaN	NaN	-7.15	0.10
57.74	NaN	NaN	NaN	-7.23	0.10
58.15	NaN	NaN	NaN	-7.30	0.10
58.55	NaN	NaN	NaN	-7.32	0.10
58.95	NaN	NaN	NaN	-7.20	0.10
59.35	NaN	NaN	NaN	-7.14	0.10
59.76	NaN	NaN	NaN	-7.22	0.10
60.20	NaN	NaN	NaN	-7.15	0.10
60.69	NaN	NaN	NaN	-7.35	0.10
61.18	NaN	NaN	NaN	-7.44	0.10
61.67	NaN	NaN	NaN	-7.43	0.10
62.16	NaN	NaN	NaN	-7.25	0.10
62.65	NaN	NaN	NaN	-7.37	0.10
63.14	NaN	NaN	NaN	-7.36	0.10
63.63	NaN	NaN	NaN	-7.34	0.10
64.12	NaN	NaN	NaN	-7.35	0.10
64.61	NaN	NaN	NaN	-7.25	0.10
65.10	NaN	NaN	NaN	-7.24	0.10
65.58	NaN	NaN	NaN	-7.28	0.10
66.07	NaN	NaN	NaN	-7.25	0.10
66.55	NaN	NaN	NaN	-7.25	0.10
67.04	NaN	NaN	NaN	-7.08	0.10
67.52	NaN	NaN	NaN	-7.22	0.10
68.01	NaN	NaN	NaN	-7.38	0.10
68.50	NaN	NaN	NaN	-7.33	0.10
68.98	NaN	NaN	NaN	-7.44	0.10
69.47	NaN	NaN	NaN	-7.56	0.10
69.95	NaN	NaN	NaN	-7.34	0.10
70.37	NaN	NaN	NaN	-7.23	0.10
70.79	NaN	NaN	NaN	-7.37	0.10
71.20	NaN	NaN	NaN	-7.38	0.10
71.61	NaN	NaN	NaN	-7.20	0.10
72.02	NaN	NaN	NaN	-7.18	0.10
72.44	NaN	NaN	NaN	-7.38	0.10
72.85	NaN	NaN	NaN	-7.39	0.10
73.26	NaN	NaN	NaN	-7.57	0.10
73.68	NaN	NaN	NaN	-7.63	0.10
74.09	NaN	NaN	NaN	-7.57	0.10
74.50	NaN	NaN	NaN	-7.37	0.10
74.92	NaN	NaN	NaN	-7.25	0.10
75.35	NaN	NaN	NaN	-7.39	0.10
75.80	NaN	NaN	NaN	-7.04	0.10
76.24	NaN	NaN	NaN	-6.88	0.10
76.68	NaN	NaN	NaN	-7.07	0.10
77.12	NaN	NaN	NaN	-7.28	0.10
77.57	NaN	NaN	NaN	-7.33	0.10
78.01	NaN	NaN	NaN	-7.14	0.10
78.45	NaN	NaN	NaN	-7.05	0.10
78.89	NaN	NaN	NaN	-7.11	0.10
79.12	NaN	NaN	NaN	-7.13	0.10
79.34	NaN	NaN	NaN	-7.03	0.10
79.56	NaN	NaN	NaN	-7.09	0.10
79.78	NaN	NaN	NaN	-7.01	0.10
80.00	NaN	NaN	NaN	-7.07	0.10
80.26	NaN	NaN	NaN	-7.12	0.10
80.52	NaN	NaN	NaN	-7.11	0.10
80.77	NaN	NaN	NaN	-6.97	0.10
81.03	NaN	NaN	NaN	-7.12	0.10
81.29	NaN	NaN	NaN	-7.11	0.10
81.55	NaN	NaN	NaN	-7.12	0.10
81.80	NaN	NaN	NaN	-6.99	0.10
82.06	NaN	NaN	NaN	-6.95	0.10
82.32	NaN	NaN	NaN	-7.01	0.10
82.58	NaN	NaN	NaN	-7.00	0.10
82.84	NaN	NaN	NaN	-6.82	0.10
83.09	NaN	NaN	NaN	-7.07	0.10
83.35	NaN	NaN	NaN	-7.11	0.10
83.61	NaN	NaN	NaN	-7.18	0.10
83.87	NaN	NaN	NaN	-7.07	0.10
84.12	NaN	NaN	NaN	-7.05	0.10
84.38	NaN	NaN	NaN	-7.07	0.10
84.64	NaN	NaN	NaN	-7.16	0.10
84.90	NaN	NaN	NaN	-7.11	0.10
85.15	NaN	NaN	NaN	-7.00	0.10
85.39	NaN	NaN	NaN	-6.99	0.10
85.63	NaN	NaN	NaN	-7.09	0.10
85.87	NaN	NaN	NaN	-6.88	0.10
86.12	NaN	NaN	NaN	-6.93	0.10
86.36	NaN	NaN	NaN	-6.91	0.10
86.60	NaN	NaN	NaN	-6.98	0.10
86.84	NaN	NaN	NaN	-7.02	0.10
87.09	NaN	NaN	NaN	-6.86	0.10
87.33	NaN	NaN	NaN	-6.91	0.10
87.57	NaN	NaN	NaN	-6.97	0.10
87.82	NaN	NaN	NaN	-6.95	0.10
88.06	NaN	NaN	NaN	-6.97	0.10
88.30	NaN	NaN	NaN	-7.10	0.10
88.54	NaN	NaN	NaN	-6.81	0.10
88.79	NaN	NaN	NaN	-7.17	0.10
89.03	NaN	NaN	NaN	-6.97	0.10
89.27	NaN	NaN	NaN	-6.87	0.10
89.51	NaN	NaN	NaN	-7.04	0.10
89.76	NaN	NaN	NaN	-7.34	0.10
90.00	NaN	NaN	NaN	-7.10	0.10
90.25	NaN	NaN	NaN	-7.07	0.10
90.49	NaN	NaN	NaN	-6.88	0.10
90.74	NaN	NaN	NaN	-7.01	0.10
90.98	NaN	NaN	NaN	-7.27	0.10
91.23	NaN	NaN	NaN	-6.98	0.10
91.47	NaN	NaN	NaN	-7.00	0.10
91.72	NaN	NaN	NaN	-7.08	0.10
91.96	NaN	NaN	NaN	-7.06	0.10
92.21	NaN	NaN	NaN	-6.93	0.10
92.45	NaN	NaN	NaN	-6.97	0.10
92.70	NaN	NaN	NaN	-6.98	0.10
92.94	NaN	NaN	NaN	-7.19	0.10
93.19	NaN	NaN	NaN	-6.95	0.10
93.43	NaN	NaN	NaN	-6.81	0.10
93.68	NaN	NaN	NaN	-6.89	0.10
93.92	NaN	NaN	NaN	-7.00	0.10
94.17	NaN	NaN	NaN	-6.84	0.10
94.41	NaN	NaN	NaN	-7.05	0.10
94.66	NaN	NaN	NaN	-7.05	0.10
94.90	NaN	NaN	NaN	-7.06	0.10
95.14	NaN	NaN	NaN	-6.94	0.10
95.38	NaN	NaN	NaN	-6.90	0.10
95.63	NaN	NaN	NaN	-7.05	0.10
95.87	NaN	NaN	NaN	-7.01	0.10
96.11	NaN	NaN	NaN	-7.02	0.10
96.35	NaN	NaN	NaN	-7.07	0.10
96.59	NaN	NaN	NaN	-6.81	0.10
96.83	NaN	NaN	NaN	-6.92	0.10
97.07	NaN	NaN	NaN	-6.93	0.10
97.31	NaN	NaN	NaN	-7.00	0.10
97.55	NaN	NaN	NaN	-6.76	0.10
97.79	NaN	NaN	NaN	-6.94	0.10
98.03	NaN	NaN	NaN	-7.09	0.10
98.27	NaN	NaN	NaN	-7.05	0.10
98.51	NaN	NaN	NaN	-6.72	0.10
98.75	NaN	NaN	NaN	-6.80	0.10
98.99	NaN	NaN	NaN	-6.96	0.10
