depth	true_age	age	sigma_age	ref	sigma_ref
34.50	NaN	NaN	NaN	-5.95	0.08
35.80	NaN	NaN	NaN	-5.93	0.08
37.50	NaN	NaN	NaN	-5.63	0.08
38.50	NaN	NaN	NaN	-5.82	0.08
40.00	NaN	NaN	NaN	-5.67	0.08
41.50	NaN	NaN	NaN	-6.69	0.08
43.00	NaN	NaN	NaN	-6.19	0.08
44.50	NaN	NaN	NaN	-6.14	0.08
45.50	NaN	NaN	NaN	-6.08	0.08
47.50	NaN	NaN	NaN	-5.70	0.08
50.00	NaN	NaN	NaN	-5.79	0.08
52.00	NaN	NaN	NaN	-5.95	0.08
53.50	NaN	NaN	NaN	-5.77	0.08
54.80	NaN	NaN	NaN	-5.49	0.08
55.50	NaN	NaN	NaN	-5.69	0.08
56.50	NaN	NaN	NaN	-5.74	0.08
57.50	NaN	NaN	NaN	-5.83	0.08
59.00	NaN	NaN	NaN	-6.05	0.08
60.50	NaN	NaN	NaN	-5.91	0.08
61.50	NaN	NaN	NaN	-6.31	0.08
62.00	NaN	NaN	NaN	-5.98	0.08
62.50	NaN	NaN	NaN	-5.66	0.08
63.50	NaN	NaN	NaN	-4.82	0.08
64.50	NaN	NaN	NaN	-4.55	0.08
65.00	NaN	NaN	NaN	-4.77	0.08
66.50	NaN	NaN	NaN	-5.47	0.08
67.80	NaN	NaN	NaN	-5.90	0.08
69.00	NaN	NaN	NaN	-6.19	0.08
70.00	NaN	NaN	NaN	-5.98	0.08
71.50	NaN	NaN	NaN	-6.09	0.08
72.50	NaN	NaN	NaN	-6.33	0.08
73.50	NaN	NaN	NaN	-6.01	0.08
74.50	NaN	NaN	NaN	-6.52	0.08
76.00	NaN	NaN	NaN	-6.31	0.08
77.00	NaN	NaN	NaN	-6.07	0.08
78.00	NaN	NaN	NaN	-6.19	0.08
79.00	NaN	NaN	NaN	-6.42	0.08
81.00	NaN	NaN	NaN	-6.48	0.08
82.00	NaN	NaN	NaN	-6.54	0.08
83.50	NaN	NaN	NaN	-6.54	0.08
85.00	NaN	NaN	NaN	-6.38	0.08
87.00	NaN	NaN	NaN	-6.34	0.08
88.00	NaN	NaN	NaN	-5.74	0.08
89.00	NaN	NaN	NaN	-5.42	0.08
90.00	NaN	NaN	NaN	-6.25	0.08
91.00	NaN	NaN	NaN	-5.01	0.08
91.50	NaN	NaN	NaN	-4.81	0.08
93.00	NaN	NaN	NaN	-5.58	0.08
94.00	NaN	NaN	NaN	-4.96	0.08
95.00	NaN	NaN	NaN	-4.94	0.08
96.50	NaN	NaN	NaN	-4.85	0.08
98.00	NaN	NaN	NaN	-5.67	0.08
99.00	NaN	NaN	NaN	-5.93	0.08
100.50	NaN	NaN	NaN	-5.40	0.08
101.50	NaN	NaN	NaN	-5.87	0.08
103.00	NaN	NaN	NaN	-5.95	0.08
104.00	NaN	NaN	NaN	-5.71	0.08
105.50	NaN	NaN	NaN	-5.10	0.08
106.00	NaN	NaN	NaN	-5.40	0.08
107.50	NaN	NaN	NaN	-5.72	0.08
108.50	NaN	NaN	NaN	-6.18	0.08
109.50	NaN	NaN	NaN	-5.85	0.08
110.80	NaN	NaN	NaN	-5.82	0.08
111.80	NaN	NaN	NaN	-5.74	0.08
113.00	NaN	NaN	NaN	-5.73	0.08
114.00	NaN	NaN	NaN	-6.14	0.08
115.30	NaN	NaN	NaN	-5.81	0.08
116.50	NaN	NaN	NaN	-6.49	0.08
118.00	NaN	NaN	NaN	-6.61	0.08
119.00	NaN	NaN	NaN	-6.39	0.08
120.30	NaN	NaN	NaN	-6.23	0.08
121.50	NaN	NaN	NaN	-6.35	0.08
123.00	NaN	NaN	NaN	-6.29	0.08
124.00	NaN	NaN	NaN	-6.79	0.08
125.50	NaN	NaN	NaN	-7.36	0.08
127.00	NaN	NaN	NaN	-6.28	0.08
128.30	NaN	NaN	NaN	-6.23	0.08
129.50	NaN	NaN	NaN	-7.25	0.08
131.00	NaN	NaN	NaN	-6.82	0.08
132.00	NaN	NaN	NaN	-6.46	0.08
133.30	NaN	NaN	NaN	-5.61	0.08
134.50	NaN	NaN	NaN	-6.33	0.08
135.80	NaN	NaN	NaN	-6.59	0.08
137.00	NaN	NaN	NaN	-6.25	0.08
138.30	NaN	NaN	NaN	-5.32	0.08
139.50	NaN	NaN	NaN	-5.79	0.08
140.30	NaN	NaN	NaN	-5.55	0.08
141.30	NaN	NaN	NaN	-5.57	0.08
142.50	NaN	NaN	NaN	-6.69	0.08
143.00	NaN	NaN	NaN	-6.32	0.08
143.80	NaN	NaN	NaN	-5.95	0.08
145.00	NaN	NaN	NaN	-5.95	0.08
146.00	NaN	NaN	NaN	-5.87	0.08
147.00	NaN	NaN	NaN	-6.11	0.08
148.50	NaN	NaN	NaN	-6.55	0.08
149.50	NaN	NaN	NaN	-7.08	0.08
150.50	NaN	NaN	NaN	-6.27	0.08
151.50	NaN	NaN	NaN	-6.24	0.08
152.80	NaN	NaN	NaN	-6.21	0.08
154.00	NaN	NaN	NaN	-6.66	0.08
155.50	NaN	NaN	NaN	-6.83	0.08
156.50	NaN	NaN	NaN	-7.19	0.08
157.50	NaN	NaN	NaN	-6.47	0.08
158.80	NaN	NaN	NaN	-6.37	0.08
160.00	NaN	NaN	NaN	-6.43	0.08
161.50	NaN	NaN	NaN	-6.13	0.08
162.50	NaN	NaN	NaN	-6.15	0.08
163.50	NaN	NaN	NaN	-6.37	0.08
164.50	NaN	NaN	NaN	-5.69	0.08
166.00	NaN	NaN	NaN	-6.00	0.08
167.00	NaN	NaN	NaN	-6.27	0.08
168.00	NaN	NaN	NaN	-6.00	0.08
169.50	NaN	NaN	NaN	-6.17	0.08
170.50	NaN	NaN	NaN	-6.60	0.08
172.00	NaN	NaN	NaN	-7.18	0.08
173.50	NaN	NaN	NaN	-6.38	0.08
174.50	NaN	NaN	NaN	-5.84	0.08
175.00	NaN	NaN	NaN	-6.21	0.08
