depth	true_age	cal_c14_age	sigma_age	d18O	sigma_d18O
17.00	1860.47	NaN	NaN	-8.43	0.08
17.50	1857.68	NaN	NaN	-8.45	0.08
18.00	1854.88	NaN	NaN	-8.59	0.08
18.50	1852.18	NaN	NaN	-8.42	0.08
19.00	1849.47	NaN	NaN	-8.48	0.08
19.50	1846.77	NaN	NaN	-8.70	0.08
20.00	1844.07	NaN	NaN	-8.51	0.08
20.50	1841.43	NaN	NaN	-8.48	0.08
21.00	1838.80	NaN	NaN	-8.71	0.08
21.50	1836.16	NaN	NaN	-8.95	0.08
22.00	1833.53	NaN	NaN	-9.12	0.08
22.50	1830.30	NaN	NaN	-9.02	0.08
23.00	1827.06	NaN	NaN	-8.57	0.08
23.50	1823.82	NaN	NaN	-8.58	0.08
24.00	1820.59	NaN	NaN	-8.67	0.08
24.50	1817.58	NaN	NaN	-8.50	0.08
25.00	1814.58	NaN	NaN	-8.32	0.08
25.50	1811.58	NaN	NaN	-8.18	0.08
26.00	1808.57	NaN	NaN	-8.68	0.08
26.50	1804.50	NaN	NaN	-8.94	0.08
27.00	1800.43	NaN	NaN	-8.54	0.08
27.50	1796.36	NaN	NaN	-8.50	0.08
28.00	1792.29	NaN	NaN	-8.65	0.08
28.50	1789.01	NaN	NaN	-8.61	0.08
29.00	1785.74	NaN	NaN	-8.53	0.08
29.50	1782.46	NaN	NaN	-8.60	0.08
30.00	1779.19	NaN	NaN	-8.59	0.08
30.50	1772.09	NaN	NaN	-8.49	0.08
31.00	1764.99	NaN	NaN	-8.85	0.08
31.50	1757.88	NaN	NaN	-8.55	0.08
32.00	1750.78	NaN	NaN	-8.68	0.08
32.50	1743.83	NaN	NaN	-8.73	0.08
33.00	1736.88	NaN	NaN	-8.68	0.08
33.50	1729.93	NaN	NaN	-8.32	0.08
34.00	1722.98	NaN	NaN	-8.81	0.08
34.50	1721.19	NaN	NaN	-8.87	0.08
35.00	1719.39	NaN	NaN	-8.83	0.08
35.50	1717.59	NaN	NaN	-8.80	0.08
36.00	1715.80	NaN	NaN	-8.76	0.08
36.50	1714.47	NaN	NaN	-8.81	0.08
37.00	1713.14	NaN	NaN	-8.71	0.08
37.50	1711.82	NaN	NaN	-8.68	0.08
38.00	1710.49	NaN	NaN	-8.77	0.08
38.50	1706.83	NaN	NaN	-8.79	0.08
39.00	1703.16	NaN	NaN	-8.82	0.08
39.50	1699.50	NaN	NaN	-8.74	0.08
40.00	1695.84	NaN	NaN	-8.71	0.08
40.50	1692.90	NaN	NaN	-8.59	0.08
41.00	1689.97	NaN	NaN	-8.71	0.08
41.50	1687.03	NaN	NaN	-8.71	0.08
42.00	1684.10	NaN	NaN	-8.80	0.08
42.50	1680.92	NaN	NaN	-8.75	0.08
43.00	1677.74	NaN	NaN	-8.96	0.08
43.50	1674.56	NaN	NaN	-8.82	0.08
44.00	1671.38	NaN	NaN	-8.65	0.08
44.50	1668.77	NaN	NaN	-8.58	0.08
45.00	1666.16	NaN	NaN	-8.62	0.08
45.50	1663.54	NaN	NaN	-8.75	0.08
46.00	1660.93	NaN	NaN	-8.77	0.08
46.50	1658.32	NaN	NaN	-8.71	0.08
47.00	1655.72	NaN	NaN	-8.55	0.08
47.50	1653.11	NaN	NaN	-8.74	0.08
48.00	1650.50	NaN	NaN	-8.81	0.08
48.50	1648.13	NaN	NaN	-8.88	0.08
49.00	1645.77	NaN	NaN	-9.10	0.08
49.50	1643.40	NaN	NaN	-8.85	0.08
50.00	1641.04	NaN	NaN	-8.92	0.08
50.50	1638.03	NaN	NaN	-8.59	0.08
51.00	1635.01	NaN	NaN	-8.62	0.08
51.50	1632.00	NaN	NaN	-8.46	0.08
52.00	1628.99	NaN	NaN	-8.79	0.08
52.50	1622.41	NaN	NaN	-8.62	0.08
53.00	1615.83	NaN	NaN	-8.73	0.08
53.50	1609.24	NaN	NaN	-8.36	0.08
54.00	1602.66	NaN	NaN	-8.84	0.08
54.50	1596.19	NaN	NaN	-8.96	0.08
55.00	1589.72	NaN	NaN	-9.21	0.08
55.50	1583.24	NaN	NaN	-8.74	0.08
56.00	1576.77	NaN	NaN	-9.00	0.08
56.50	1572.94	NaN	NaN	-9.06	0.08
57.00	1569.12	NaN	NaN	-8.80	0.08
57.50	1565.30	NaN	NaN	-8.29	0.08
58.00	1561.47	NaN	NaN	-8.57	0.08
58.50	1560.08	NaN	NaN	-8.45	0.08
59.00	1558.68	NaN	NaN	-8.33	0.08
59.50	1557.29	NaN	NaN	-8.45	0.08
60.00	1555.89	NaN	NaN	-8.27	0.08
60.50	1555.12	NaN	NaN	-8.44	0.08
61.00	1554.36	NaN	NaN	-8.65	0.08
61.50	1553.59	NaN	NaN	-8.57	0.08
62.00	1552.82	NaN	NaN	-8.58	0.08
62.50	1549.92	NaN	NaN	-8.59	0.08
63.00	1547.01	NaN	NaN	-8.52	0.08
63.50	1544.11	NaN	NaN	-8.39	0.08
64.00	1541.21	NaN	NaN	-8.58	0.08
64.50	1537.04	NaN	NaN	-8.48	0.08
65.00	1532.87	NaN	NaN	-8.53	0.08
65.50	1528.70	NaN	NaN	-8.39	0.08
66.00	1524.53	NaN	NaN	-8.57	0.08
66.50	1522.47	NaN	NaN	-8.76	0.08
67.00	1520.41	NaN	NaN	-8.86	0.08
67.50	1518.36	NaN	NaN	-8.83	0.08
68.00	1516.30	NaN	NaN	-9.03	0.08
68.50	1512.83	NaN	NaN	-8.85	0.08
69.00	1509.36	NaN	NaN	-8.84	0.08
69.50	1505.89	NaN	NaN	-8.55	0.08
70.00	1502.42	NaN	NaN	-8.63	0.08
70.50	1498.67	NaN	NaN	-8.74	0.08
71.00	1494.93	NaN	NaN	-8.84	0.08
71.50	1491.18	NaN	NaN	-8.57	0.08
72.00	1487.43	NaN	NaN	-8.50	0.08
72.50	1484.11	NaN	NaN	-8.68	0.08
73.00	1480.80	NaN	NaN	-8.77	0.08
73.50	1477.48	NaN	NaN	-9.00	0.08
74.00	1474.16	NaN	NaN	-8.90	0.08
75.00	1468.89	NaN	NaN	-9.21	0.08
75.50	1466.25	NaN	NaN	-8.87	0.08
76.00	1463.62	NaN	NaN	-8.77	0.08
76.50	1461.91	NaN	NaN	-8.76	0.08
77.00	1460.20	NaN	NaN	-8.63	0.08
77.50	1458.50	NaN	NaN	-8.79	0.08
78.00	1456.79	NaN	NaN	-9.00	0.08
78.50	1456.05	NaN	NaN	-9.00	0.08
79.00	1455.32	NaN	NaN	-9.01	0.08
79.50	1454.58	NaN	NaN	-8.86	0.08
80.00	1453.85	NaN	NaN	-8.81	0.08
80.50	1452.57	NaN	NaN	-8.94	0.08
81.00	1451.30	NaN	NaN	-8.93	0.08
81.50	1450.02	NaN	NaN	-8.91	0.08
82.00	1448.74	NaN	NaN	-8.70	0.08
82.50	1445.99	NaN	NaN	-8.81	0.08
83.00	1443.24	NaN	NaN	-8.88	0.08
83.50	1440.50	NaN	NaN	-9.12	0.08
84.00	1437.75	NaN	NaN	-8.76	0.08
84.50	1433.37	NaN	NaN	-8.87	0.08
85.00	1428.98	NaN	NaN	-8.79	0.08
85.50	1424.60	NaN	NaN	-8.72	0.08
86.00	1420.21	NaN	NaN	-8.38	0.08
86.50	1413.60	NaN	NaN	-8.89	0.08
87.00	1406.99	NaN	NaN	-8.66	0.08
87.50	1400.38	NaN	NaN	-8.83	0.08
88.00	1393.77	NaN	NaN	-8.90	0.08
88.50	1385.66	NaN	NaN	-8.97	0.08
89.00	1377.55	NaN	NaN	-8.30	0.08
89.50	1369.43	NaN	NaN	-8.37	0.08
90.00	1361.32	NaN	NaN	-8.70	0.08
90.50	1348.16	NaN	NaN	-8.80	0.08
91.00	1335.01	NaN	NaN	-8.79	0.08
91.50	1321.86	NaN	NaN	-8.75	0.08
92.00	1308.70	NaN	NaN	-9.00	0.08
92.50	1291.12	NaN	NaN	-8.49	0.08
93.00	1273.54	NaN	NaN	-8.49	0.08
93.50	1255.96	NaN	NaN	-8.78	0.08
94.00	1238.38	NaN	NaN	-8.51	0.08
94.50	1229.20	NaN	NaN	-8.26	0.08
95.00	1220.03	NaN	NaN	-8.66	0.08
95.50	1210.85	NaN	NaN	-8.80	0.08
96.00	1201.67	NaN	NaN	-9.02	0.08
96.50	1199.04	NaN	NaN	-8.79	0.08
97.00	1196.41	NaN	NaN	-8.67	0.08
97.50	1193.77	NaN	NaN	-8.73	0.08
98.00	1191.14	NaN	NaN	-8.70	0.08
98.50	1189.59	NaN	NaN	-8.88	0.08
99.00	1188.04	NaN	NaN	-8.72	0.08
99.50	1186.48	NaN	NaN	-8.83	0.08
100.00	1184.93	NaN	NaN	-8.77	0.08
100.50	1181.47	NaN	NaN	-8.74	0.08
101.00	1178.02	NaN	NaN	-8.60	0.08
101.50	1174.57	NaN	NaN	-8.62	0.08
102.00	1171.11	NaN	NaN	-8.75	0.08
102.50	1166.12	NaN	NaN	-8.65	0.08
103.00	1161.12	NaN	NaN	-8.89	0.08
103.50	1156.12	NaN	NaN	-8.62	0.08
104.00	1151.13	NaN	NaN	-8.68	0.08
104.50	1143.09	NaN	NaN	-8.45	0.08
105.00	1135.05	NaN	NaN	-8.58	0.08
105.50	1127.00	NaN	NaN	-8.74	0.08
106.00	1118.96	NaN	NaN	-8.81	0.08
107.00	1110.49	NaN	NaN	-8.53	0.08
107.50	1106.25	NaN	NaN	-8.49	0.08
108.00	1102.01	NaN	NaN	-8.41	0.08
108.50	1099.80	NaN	NaN	-8.46	0.08
109.00	1097.58	NaN	NaN	-8.37	0.08
109.50	1095.37	NaN	NaN	-8.51	0.08
110.00	1093.15	NaN	NaN	-8.55	0.08
110.50	1089.53	NaN	NaN	-8.39	0.08
111.00	1085.91	NaN	NaN	-8.61	0.08
111.50	1082.29	NaN	NaN	-8.81	0.08
112.00	1078.67	NaN	NaN	-9.17	0.08
113.00	1069.28	NaN	NaN	-8.57	0.08
114.00	1059.89	NaN	NaN	-8.99	0.08
115.00	1051.83	NaN	NaN	-8.83	0.08
116.00	1043.77	NaN	NaN	-8.79	0.08
117.00	1039.18	NaN	NaN	-8.77	0.08
118.00	1034.59	NaN	NaN	-8.96	0.08
119.00	1030.52	NaN	NaN	-8.54	0.08
120.00	1026.45	NaN	NaN	-8.54	0.08
