depth	true_age	cal_c14_age	sigma_age	d18O	sigma_d18O
45.34	1700.1013841927738			-8.712599610047217	0.1
45.58	1697.7390454669714			-8.808817674411218	0.1
45.68	1696.7547376645537			-9.01430827040455	0.1
45.83	1695.2782759609272			-8.90575304854638	0.1
46.17	1693.5769596032956			-8.780916082262916	0.1
46.31	1693.295113227352			-8.562818221078444	0.1
46.8	1692.545003532096			-8.785271175300732	0.1
47.28	1691.9090340332634			-8.66726954614633	0.1
47.77	1691.259815169872			-8.694793988136743	0.1
48.25	1690.0944496971215			-8.743795578349495	0.1
48.74	1688.427432378322			-8.67970899784273	0.1
49.22	1686.7878773037105			-8.82654289876639	0.1
49.71	1685.1141648317114			-8.945735460437671	0.1
50.19	1682.955764022826			-8.845933593314497	0.1
50.66	1680.0669058450296			-8.799226877814501	0.1
51.13	1677.1780476672334			-8.958166686262427	0.1
51.6	1674.289189489437			-8.715327837249424	0.1
52.08	1671.3166632089187			-8.657260092424977	0.1
52.55	1668.3123777313347			-8.644679423988553	0.1
53.02	1665.3059081764447			-8.558329303342612	0.1
53.49	1662.2994386215546			-8.755063144627664	0.1
53.96	1659.2897628651			-8.707007637223548	0.1
54.43	1655.9054367714555			-8.571246233851605	0.1
54.91	1652.409627417941			-8.733315885384128	0.1
55.32	1649.4236235951473			-8.699706829204242	0.1
55.73	1646.4376197723536			-9.154086314722727	0.1
56.13	1642.8437680185364			-8.83804834579336	0.1
56.53	1637.836201887874			-8.353225891499497	0.1
56.94	1632.703446603945			-8.3498250247438	0.1
57.34	1627.6958804732826			-8.92398943661742	0.1
57.74	1622.68831434262			-8.642292392733616	0.1
58.15	1618.469762206976			-8.765844072218345	0.1
58.55	1615.9000711384065			-8.736348348016906	0.1
58.95	1613.3303800698368			-8.786322819220864	0.1
59.35	1610.760689001267			-8.396544648977878	0.1
59.76	1608.1267556559833			-8.426249681677822	0.1
60.2	1605.6471200753929			-8.642460167649556	0.1
60.69	1603.3494587737443			-8.720144635834199	0.1
61.18	1601.0517974720956			-8.770942830126765	0.1
61.67	1598.7541361704468			-8.70487923508744	0.1
62.16	1596.4557053664282			-8.903190886029803	0.1
62.65	1594.1556874637718			-9.013625737932568	0.1
63.14	1591.855669561115			-9.227595700394806	0.1
63.63	1589.5556516584586			-9.230912660609436	0.1
64.12	1587.5181375036077			-9.374690934635291	0.1
64.61	1586.0994611469384			-9.16688184605703	0.1
65.1	1584.7182697917547			-9.222419283055011	0.1
65.58	1583.3652660152484			-9.060464084718358	0.1
66.07	1581.9873913663112			-8.922412007250472	0.1
66.55	1580.6571307183515			-8.813575442291166	0.1
67.04	1579.2991563068929			-8.838627288579374	0.1
67.52	1577.9688956589334			-8.814796956952556	0.1
68.01	1576.6966344491466			-9.035898684929178	0.1
68.5	1575.6779619297033			-8.985908068252876	0.1
68.98	1574.7557157716838			-9.138244155738697	0.1
69.47	1573.8142561520388			-8.905372317725096	0.1
69.95	1572.82657702926			-9.009948372431916	0.1
70.37	1571.4443417360735			-9.092303609191251	0.1
70.79	1569.9100920092526			-9.036624070890866	0.1
71.2	1568.412372037832			-8.484056872045587	0.1
71.61	1566.9146520664115			-8.650454655346334	0.1
72.02	1565.348405866581			-8.556847123041868	0.1
72.44	1563.443427766046			-8.515954710967565	0.1
72.85	1561.5364023699187			-8.59167521473521	0.1
73.26	1559.6293769737918			-8.604686209653952	0.1
73.68	1557.6758387631248			-8.386290007969041	0.1
74.09	1554.6972879154332			-8.474204425937078	0.1
74.5	1547.9088687955116			-8.661005004443993	0.1
74.92	1540.954878477543			-8.594956371236169	0.1
75.35	1533.835316961528			-8.563841761313288	0.1
75.8	1526.3846130494187			-8.52514601728173	0.1
76.24	1521.912466043689			-8.689505071674631	0.1
76.68	1519.7844737949029			-9.002098318878904	0.1
77.12	1517.656481546117			-9.054130826770702	0.1
77.57	1515.4801258371315			-8.956476627119384	0.1
78.01	1513.6404831784116			-8.887048302996144	0.1
78.45	1512.6756806627195			-8.992262524687014	0.1
78.89	1511.96697130769			-8.84074785752431	0.1
79.12	1511.5965095993793			-9.018074550338909	0.1
79.34	1511.2421549218645			-8.80575033538792	0.1
79.56	1510.8715702339364			-8.922889005342173	0.1
79.78	1510.4659571550746			-8.787888690318399	0.1
80.0	1510.0603440762131			-8.831342256597914	0.1
80.26	1508.7564297548365			-8.714467715618653	0.1
80.52	1507.3337686203527			-8.67143641053469	0.1
80.77	1505.9658252218105			-8.54212227525221	0.1
81.03	1504.5431640873264			-8.593028119481056	0.1
81.29	1503.1205029528426			-8.717220779352324	0.1
81.55	1501.6978418183587			-8.686160417710866	0.1
81.8	1500.3298984198166			-8.815761563164076	0.1
82.06	1499.0273805328134			-8.770508976679269	0.1
82.32	1498.086936566115			-8.81517101368388	0.1
82.58	1497.1536932690346			-8.945927035053998	0.1
82.84	1496.2204499719544			-8.948484301286953	0.1
83.09	1495.3231006478388			-8.85881344621398	0.1
83.35	1494.3898573507588			-8.769721897429193	0.1
83.61	1493.4566140536785			-8.714185873231017	0.1
83.87	1492.49816109114			-8.930333425354862	0.1
84.12	1488.3046121843784			-8.54065344734261	0.1
84.38	1480.1749821830717			-9.009862829761518	0.1
84.64	1472.0453521817653			-9.028663154041997	0.1
84.9	1463.9157221804585			-8.810205557580975	0.1
85.15	1456.0987702561254			-8.964060506201974	0.1
85.39	1448.5944964087655			-8.881566685853159	0.1
85.63	1441.0902225614059			-9.102767653869815	0.1
85.87	1433.5859487140456			-8.739394279703436	0.1
86.12	1429.5531222777652			-8.92161301505801	0.1
86.36	1428.868551769922			-8.974198195998103	0.1
86.6	1428.433497140942			-8.89956466064874	0.1
86.84	1427.998442511962			-8.797741591122538	0.1
87.09	1427.5452606067743			-8.966939609150646	0.1
87.33	1427.110205977794			-8.822227375800873	0.1
87.57	1426.6751513488139			-8.80075783625594	0.1
87.82	1426.2219694436262			-8.726698041936459	0.1
88.06	1425.0040901526395			-8.60858578520837	0.1
88.3	1421.4530323766817			-8.745065873431496	0.1
88.54	1417.8989155005138			-8.644998849161022	0.1
88.79	1414.1967104211726			-8.789258094199607	0.1
89.03	1410.6425935450047			-9.049853732158821	0.1
89.27	1407.088476668837			-8.884462209879262	0.1
89.51	1403.5343597926694			-8.530937863950482	0.1
89.76	1399.832154713328			-8.641433095036918	0.1
90.0	1396.0976010093143			-8.733910937173263	0.1
90.25	1383.0956456365216			-8.821230892535393	0.1
90.49	1370.4405491239095			-8.289447166579272	0.1
90.74	1357.2581569232707			-8.632172784459321	0.1
90.98	1344.603060410657			-8.851203888599834	0.1
91.23	1331.4206682100184			-8.394651524988703	0.1
91.47	1318.7655716974061			-8.875350164949717	0.1
91.72	1305.5831794967676			-8.77184650928448	0.1
91.96	1292.9280829841546			-8.483418818201287	0.1
92.21	1289.9967691310494			-8.245208484144984	0.1
92.45	1289.0571907299031			-8.526927296016714	0.1
92.7	1288.0784632287093			-8.554394712148119	0.1
92.94	1287.1388848275633			-8.68475750410646	0.1
93.19	1286.1601573263695			-8.585979560226933	0.1
93.43	1285.2205789252232			-8.675653142475271	0.1
93.68	1284.2418514240294			-8.718487229600838	0.1
93.92	1283.3022730228834			-8.798919614843765	0.1
94.17	1282.7232302384707			-8.821274308762877	0.1
94.41	1282.3388039417111			-8.738115781264339	0.1
94.66	1281.938759367977			-8.974479938265684	0.1
94.9	1281.556824511786			-8.950785165647378	0.1
95.14	1281.1748896555953			-8.692425352864621	0.1
95.38	1280.7929547994047			-8.634226053932318	0.1
95.63	1280.3951059908727			-8.710061008368593	0.1
95.87	1280.013171134682			-8.859358423932974	0.1
96.11	1279.2875607398914			-8.686645928440202	0.1
96.35	1278.4197564163085			-8.68243978947868	0.1
96.59	1277.468990698866			-8.557996597300711	0.1
96.83	1276.5182249814236			-8.629750376642148	0.1
97.07	1275.5674592639812			-8.617081882936587	0.1
97.31	1274.6166935465387			-8.441580203630881	0.1
97.55	1273.6659278290963			-8.500418301834733	0.1
97.79	1272.7151621116539			-8.579696163910102	0.1
