depth	true_age	cal_c14_age	sigma_age	d18O	sigma_d18O
45.34	1721.9232163826427			-9.109199005681258	0.1
45.58	1720.528233401786			-8.720410338973638	0.1
45.68	1719.9469904930959			-8.834962095129809	0.1
45.83	1719.0751261300604			-8.824770305334752	0.1
46.17	1715.9169632849118			-8.84266712436149	0.1
46.31	1714.129863366956			-8.8917977255767	0.1
46.8	1707.8750136541103			-8.546982713093039	0.1
47.28	1701.7478139354043			-8.725358868114354	0.1
47.77	1695.4929642225586			-8.695446689518203	0.1
48.25	1691.4732784360785			-8.460203206296963	0.1
48.74	1689.3491560303953			-8.753515501620019	0.1
49.22	1687.2683830615629			-8.802372752823413	0.1
49.71	1685.1442606558796			-9.001757418954767	0.1
50.19	1682.8037976817066			-9.077422829442375	0.1
50.66	1680.1239830838822			-8.702561461489786	0.1
51.13	1677.444168486058			-8.674582537061266	0.1
51.6	1674.7643538882337			-8.8114158299506	0.1
52.08	1672.0577473550143			-8.722893599820692	0.1
52.55	1669.5427568139066			-8.745361117080302	0.1
53.02	1667.0296208397172			-8.558626141996442	0.1
53.49	1664.516484865528			-8.702843342423634	0.1
53.96	1662.0033488913386			-8.843592737667514	0.1
54.43	1659.2634009031387			-8.648274439555868	0.1
54.91	1656.4436084467632			-8.44070049994414	0.1
55.32	1654.0350357236093			-8.378041010333726	0.1
55.73	1651.6264630004553			-8.612907160605376	0.1
56.13	1649.770845262394			-8.865632756021279	0.1
56.53	1648.941662242856			-8.933491606752053	0.1
56.94	1648.0917496478294			-8.844017418408288	0.1
57.34	1647.262566628291			-9.017068907872751	0.1
57.74	1646.4333836087528			-9.067600475127911	0.1
58.15	1644.7778697501587			-9.099191851454187	0.1
58.55	1641.8004166944409			-8.829828623197917	0.1
58.95	1638.8229636387227			-8.608827956651858	0.1
59.35	1635.8455105830049			-8.550970404207776	0.1
59.76	1632.793621200894			-8.34495583085727	0.1
60.2	1630.189321351146			-8.416047169005068	0.1
60.69	1628.185642711169			-8.838259601407799	0.1
61.18	1626.181964071192			-8.93059501550123	0.1
61.67	1624.1782854312148			-8.773290020799623	0.1
62.16	1621.9314594085313			-8.500210658454861	0.1
62.65	1619.1831419090154			-8.81904822760923	0.1
63.14	1616.4348244094995			-8.49419350466609	0.1
63.63	1613.6865069099836			-8.821998637552978	0.1
64.12	1611.2258982562857			-8.423337673829764	0.1
64.61	1609.4835909583392			-8.416439078931653	0.1
65.1	1607.7744903985276			-8.5290272920035	0.1
65.58	1606.1002694419776			-8.328659921215376	0.1
66.07	1603.8661673412842			-8.730676560882266	0.1
66.55	1598.5919358186836			-8.7739153422559	0.1
67.04	1593.2078244726956			-9.05850007672008	0.1
67.52	1587.9335929500955			-9.232368016905628	0.1
68.01	1582.69889734502			-8.885793793527961	0.1
68.5	1579.5245767223337			-8.791533554727593	0.1
68.98	1576.5151834053786			-8.928817005371412	0.1
69.47	1573.4430943943205			-8.920061534076153	0.1
69.95	1570.4674428442584			-8.877025430957705	0.1
70.37	1568.6010793461467			-8.711628685290885	0.1
70.79	1566.8766464556193			-8.758152102285583	0.1
71.2	1565.1932714910567			-8.6714507033969	0.1
71.61	1563.509896526494			-8.507819547283594	0.1
72.02	1561.7942319997946			-8.280848581003532	0.1
72.44	1559.7249677308575			-8.596352978803036	0.1
72.85	1557.6901846171493			-8.522336484411305	0.1
73.26	1555.655401503441			-8.408580436591263	0.1
73.68	1553.570989533301			-8.389351792207181	0.1
74.09	1551.2451861661577			-8.788516848063598	0.1
74.5	1547.8997087971939			-8.572858460833626	0.1
74.92	1544.4698566397537			-8.348392705707234	0.1
75.35	1540.958341335708			-8.442126203188753	0.1
75.8	1537.2834997384507			-8.458381946812178	0.1
76.24	1533.954683096055			-8.441814235903912	0.1
76.68	1530.8461679605393			-8.644918241898765	0.1
77.12	1527.7376528250236			-8.48006933601741	0.1
77.57	1524.5584896182463			-8.404192315569809	0.1
78.01	1521.2797684080538			-8.741524980633397	0.1
78.45	1515.6988257301061			-9.232274086983418	0.1
78.89	1510.006402168973			-8.97320680623346	0.1
79.12	1507.0308171256531			-8.458481458717683	0.1
79.34	1504.1846053450868			-8.54357227672886	0.1
79.56	1501.3383935645202			-8.687643225735066	0.1
79.78	1498.4921817839536			-8.773644608272246	0.1
80.0	1495.8912824525555			-8.620637353304456	0.1
80.26	1494.8973275350584			-8.810035833945822	0.1
80.52	1494.1486850667297			-8.741548388847326	0.1
80.77	1493.4288365394907			-8.87261650770746	0.1
81.03	1492.6801940711618			-8.828501189503942	0.1
81.29	1491.9315516028332			-8.71933282973105	0.1
81.55	1491.1829091345046			-8.649654982478662	0.1
81.8	1490.4630606072656			-8.776364328851436	0.1
82.06	1489.7779290058716			-8.725202672715804	0.1
82.32	1489.1957779666927			-8.818617191182714	0.1
82.58	1488.6242531612002			-8.743847845026472	0.1
82.84	1488.058112743422			-8.567940106075147	0.1
83.09	1487.5137469570968			-8.477535725129517	0.1
83.35	1486.947606539319			-8.560167244271971	0.1
83.61	1486.3814661215408			-8.636649682028585	0.1
83.87	1485.8437103138567			-8.894609837675896	0.1
84.12	1485.3830140522475			-8.68405056138735	0.1
84.38	1484.9153268973419			-8.787849115051877	0.1
84.64	1484.4932178569254			-8.78148098573196	0.1
84.9	1484.0711088165087			-8.87043931991274	0.1
85.15	1483.6652347391853			-8.920051547225398	0.1
85.39	1483.2755956249546			-8.829598375110404	0.1
85.63	1482.854608994533			-8.773599498876651	0.1
85.87	1482.3578684708357			-8.725462156663262	0.1
86.12	1481.4873995090115			-8.44609796385922	0.1
86.36	1479.891672774465			-8.980736534371722	0.1
86.6	1478.295946039918			-8.965338840049466	0.1
86.84	1476.700219305371			-9.045818664458327	0.1
87.09	1475.0380039568847			-9.020573939140343	0.1
87.33	1473.4422772223381			-8.924903780374985	0.1
87.57	1471.8465504877913			-8.997633459700708	0.1
87.82	1470.184335139305			-9.295615544853687	0.1
88.06	1468.4310551480462			-9.160789250336121	0.1
88.3	1466.2155803728572			-8.864363840208199	0.1
88.54	1463.9980126004273			-8.947915934376933	0.1
88.79	1461.6880461708126			-8.853891493315217	0.1
89.03	1459.4704783983825			-8.744123323198636	0.1
89.27	1457.2529106259526			-8.903423315364012	0.1
89.51	1455.0353428535225			-8.93903457043147	0.1
89.76	1452.7253764239078			-8.843525686174651	0.1
90.0	1450.7129814087116			-8.88454160009403	0.1
90.25	1449.5484000420706			-8.853829628322524	0.1
90.49	1448.6273677770396			-9.03853291312893	0.1
90.74	1447.667959167632			-8.771255820248298	0.1
90.98	1446.746926902601			-8.730522582330343	0.1
91.23	1445.7875182931934			-8.743907042505098	0.1
91.47	1444.8664860281624			-8.895974819418438	0.1
91.72	1443.907077418755			-8.954192137291322	0.1
91.96	1442.963636233492			-8.848016482158311	0.1
92.21	1439.7305665478648			-8.765158166289693	0.1
92.45	1436.1854542868884			-8.716188139375353	0.1
92.7	1432.4926290150383			-8.79315934433592	0.1
92.94	1428.9475167540625			-8.863063662045246	0.1
93.19	1425.2546914822121			-8.717282883566488	0.1
93.43	1421.709579221236			-8.575597784713862	0.1
93.68	1418.016753949386			-8.539366272581104	0.1
93.92	1414.47164168841			-8.655045458597773	0.1
94.17	1402.1766411278004			-8.522266397951732	0.1
94.41	1386.4872814003413			-8.964732217666734	0.1
94.66	1370.1441983509044			-8.225502488820618	0.1
94.9	1354.4548386234437			-8.693111071271217	0.1
95.14	1338.7654788959842			-8.858422780083758	0.1
95.38	1323.0761191685253			-8.825919630955823	0.1
95.63	1306.7330361190882			-8.884228860929474	0.1
95.87	1291.0436763916275			-8.411003007072587	0.1
96.11	1282.654423273637			-8.836013393198453	0.1
96.35	1281.9695370636225			-8.910286908699344	0.1
96.59	1281.5747465660465			-8.727397014266893	0.1
96.83	1281.1799560684706			-8.77018563099273	0.1
97.07	1280.7851655708946			-8.989103075789508	0.1
97.31	1280.3903750733186			-8.94158615115441	0.1
97.55	1279.994345597429			-8.801139679388895	0.1
97.79	1279.4887759682183			-8.918154720629765	0.1
