depth	true_age	age	sigma_age	ref	sigma_ref
15.38	NaN	NaN	NaN	-5.12	0.06
15.51	NaN	NaN	NaN	-5.13	0.06
15.64	NaN	NaN	NaN	-5.32	0.06
15.77	NaN	NaN	NaN	-5.25	0.06
15.90	NaN	NaN	NaN	-5.15	0.06
16.10	NaN	NaN	NaN	-5.14	0.06
16.20	NaN	NaN	NaN	-5.14	0.06
16.30	NaN	NaN	NaN	-5.19	0.06
16.40	NaN	NaN	NaN	-5.75	0.06
16.50	NaN	NaN	NaN	-5.65	0.06
16.60	NaN	NaN	NaN	-5.50	0.06
16.70	NaN	NaN	NaN	-5.49	0.06
16.80	NaN	NaN	NaN	-5.66	0.06
16.90	NaN	NaN	NaN	-5.81	0.06
17.00	NaN	NaN	NaN	-5.44	0.06
17.20	NaN	NaN	NaN	-5.66	0.06
17.30	NaN	NaN	NaN	-5.61	0.06
17.40	NaN	NaN	NaN	-5.49	0.06
17.50	NaN	NaN	NaN	-5.31	0.06
17.70	NaN	NaN	NaN	-5.36	0.06
17.90	NaN	NaN	NaN	-5.58	0.06
18.00	NaN	NaN	NaN	-5.09	0.06
18.10	NaN	NaN	NaN	-5.32	0.06
18.20	NaN	NaN	NaN	-5.44	0.06
18.30	NaN	NaN	NaN	-5.35	0.06
18.40	NaN	NaN	NaN	-5.38	0.06
18.50	NaN	NaN	NaN	-5.16	0.06
18.60	NaN	NaN	NaN	-5.23	0.06
18.70	NaN	NaN	NaN	-5.52	0.06
18.80	NaN	NaN	NaN	-6.01	0.06
18.90	NaN	NaN	NaN	-6.05	0.06
19.00	NaN	NaN	NaN	-5.72	0.06
19.10	NaN	NaN	NaN	-5.77	0.06
19.20	NaN	NaN	NaN	-5.86	0.06
19.30	NaN	NaN	NaN	-5.80	0.06
19.40	NaN	NaN	NaN	-5.58	0.06
19.50	NaN	NaN	NaN	-5.65	0.06
19.60	NaN	NaN	NaN	-5.54	0.06
19.70	NaN	NaN	NaN	-5.49	0.06
19.80	NaN	NaN	NaN	-5.36	0.06
19.90	NaN	NaN	NaN	-5.35	0.06
20.00	NaN	NaN	NaN	-5.48	0.06
20.09	NaN	NaN	NaN	-5.45	0.06
20.17	NaN	NaN	NaN	-5.91	0.06
20.25	NaN	NaN	NaN	-5.50	0.06
20.33	NaN	NaN	NaN	-5.28	0.06
20.42	NaN	NaN	NaN	-5.03	0.06
20.50	NaN	NaN	NaN	-5.23	0.06
20.58	NaN	NaN	NaN	-5.34	0.06
20.67	NaN	NaN	NaN	-5.18	0.06
20.75	NaN	NaN	NaN	-4.88	0.06
20.83	NaN	NaN	NaN	-4.78	0.06
20.91	NaN	NaN	NaN	-4.66	0.06
21.00	NaN	NaN	NaN	-4.81	0.06
21.16	NaN	NaN	NaN	-5.12	0.06
21.25	NaN	NaN	NaN	-5.41	0.06
21.33	NaN	NaN	NaN	-5.84	0.06
21.41	NaN	NaN	NaN	-5.54	0.06
21.50	NaN	NaN	NaN	-5.24	0.06
21.58	NaN	NaN	NaN	-5.45	0.06
21.66	NaN	NaN	NaN	-5.24	0.06
21.75	NaN	NaN	NaN	-5.29	0.06
21.83	NaN	NaN	NaN	-5.05	0.06
21.91	NaN	NaN	NaN	-5.19	0.06
21.99	NaN	NaN	NaN	-5.65	0.06
22.08	NaN	NaN	NaN	-5.51	0.06
22.16	NaN	NaN	NaN	-5.52	0.06
22.24	NaN	NaN	NaN	-5.64	0.06
22.33	NaN	NaN	NaN	-5.23	0.06
22.41	NaN	NaN	NaN	-5.08	0.06
22.49	NaN	NaN	NaN	-5.25	0.06
22.57	NaN	NaN	NaN	-5.12	0.06
22.66	NaN	NaN	NaN	-5.14	0.06
22.74	NaN	NaN	NaN	-5.36	0.06
22.82	NaN	NaN	NaN	-5.13	0.06
22.91	NaN	NaN	NaN	-5.04	0.06
22.99	NaN	NaN	NaN	-4.73	0.06
23.07	NaN	NaN	NaN	-4.74	0.06
23.32	NaN	NaN	NaN	-4.80	0.06
23.41	NaN	NaN	NaN	-4.74	0.06
23.49	NaN	NaN	NaN	-4.92	0.06
23.57	NaN	NaN	NaN	-4.85	0.06
23.65	NaN	NaN	NaN	-4.83	0.06
23.74	NaN	NaN	NaN	-4.84	0.06
23.82	NaN	NaN	NaN	-4.90	0.06
23.90	NaN	NaN	NaN	-5.06	0.06
23.99	NaN	NaN	NaN	-5.17	0.06
24.07	NaN	NaN	NaN	-5.10	0.06
24.15	NaN	NaN	NaN	-5.33	0.06
24.23	NaN	NaN	NaN	-6.04	0.06
24.32	NaN	NaN	NaN	-5.83	0.06
24.40	NaN	NaN	NaN	-6.40	0.06
24.48	NaN	NaN	NaN	-6.49	0.06
24.57	NaN	NaN	NaN	-6.55	0.06
24.82	NaN	NaN	NaN	-6.56	0.06
25.00	NaN	NaN	NaN	-6.14	0.06
25.10	NaN	NaN	NaN	-5.85	0.06
25.20	NaN	NaN	NaN	-5.72	0.06
25.30	NaN	NaN	NaN	-5.81	0.06
25.40	NaN	NaN	NaN	-6.05	0.06
25.50	NaN	NaN	NaN	-6.27	0.06
25.60	NaN	NaN	NaN	-6.14	0.06
25.70	NaN	NaN	NaN	-5.90	0.06
25.80	NaN	NaN	NaN	-6.14	0.06
25.90	NaN	NaN	NaN	-5.50	0.06
26.10	NaN	NaN	NaN	-5.74	0.06
26.30	NaN	NaN	NaN	-6.06	0.06
26.40	NaN	NaN	NaN	-5.94	0.06
26.50	NaN	NaN	NaN	-5.98	0.06
26.60	NaN	NaN	NaN	-5.14	0.06
26.70	NaN	NaN	NaN	-5.08	0.06
26.80	NaN	NaN	NaN	-5.45	0.06
26.90	NaN	NaN	NaN	-5.45	0.06
27.00	NaN	NaN	NaN	-5.41	0.06
27.10	NaN	NaN	NaN	-5.91	0.06
27.20	NaN	NaN	NaN	-5.54	0.06
27.40	NaN	NaN	NaN	-5.81	0.06
27.50	NaN	NaN	NaN	-6.07	0.06
27.60	NaN	NaN	NaN	-5.97	0.06
27.70	NaN	NaN	NaN	-6.21	0.06
27.90	NaN	NaN	NaN	-6.29	0.06
28.00	NaN	NaN	NaN	-6.03	0.06
28.10	NaN	NaN	NaN	-5.87	0.06
28.20	NaN	NaN	NaN	-5.97	0.06
28.30	NaN	NaN	NaN	-6.16	0.06
28.40	NaN	NaN	NaN	-5.90	0.06
28.50	NaN	NaN	NaN	-5.46	0.06
28.60	NaN	NaN	NaN	-5.89	0.06
28.70	NaN	NaN	NaN	-5.74	0.06
28.80	NaN	NaN	NaN	-5.57	0.06
28.90	NaN	NaN	NaN	-5.64	0.06
29.00	NaN	NaN	NaN	-5.47	0.06
29.10	NaN	NaN	NaN	-5.35	0.06
29.20	NaN	NaN	NaN	-5.72	0.06
29.30	NaN	NaN	NaN	-5.53	0.06
29.40	NaN	NaN	NaN	-5.74	0.06
29.50	NaN	NaN	NaN	-5.66	0.06
29.70	NaN	NaN	NaN	-6.02	0.06
29.80	NaN	NaN	NaN	-5.79	0.06
29.90	NaN	NaN	NaN	-5.53	0.06
30.10	NaN	NaN	NaN	-5.42	0.06
30.20	NaN	NaN	NaN	-5.58	0.06
30.40	NaN	NaN	NaN	-5.42	0.06
30.50	NaN	NaN	NaN	-5.36	0.06
30.60	NaN	NaN	NaN	-5.41	0.06
30.70	NaN	NaN	NaN	-5.65	0.06
30.80	NaN	NaN	NaN	-5.56	0.06
30.90	NaN	NaN	NaN	-5.32	0.06
31.00	NaN	NaN	NaN	-5.77	0.06
31.10	NaN	NaN	NaN	-5.76	0.06
31.30	NaN	NaN	NaN	-6.30	0.06
31.50	NaN	NaN	NaN	-5.89	0.06
31.60	NaN	NaN	NaN	-5.66	0.06
31.70	NaN	NaN	NaN	-6.58	0.06
31.80	NaN	NaN	NaN	-6.40	0.06
31.90	NaN	NaN	NaN	-6.33	0.06
32.00	NaN	NaN	NaN	-6.03	0.06
32.20	NaN	NaN	NaN	-6.32	0.06
32.30	NaN	NaN	NaN	-6.30	0.06
32.40	NaN	NaN	NaN	-6.75	0.06
32.50	NaN	NaN	NaN	-6.47	0.06
32.60	NaN	NaN	NaN	-6.60	0.06
32.70	NaN	NaN	NaN	-6.95	0.06
32.80	NaN	NaN	NaN	-6.90	0.06
32.90	NaN	NaN	NaN	-6.79	0.06
33.00	NaN	NaN	NaN	-6.85	0.06
33.10	NaN	NaN	NaN	-6.98	0.06
33.20	NaN	NaN	NaN	-6.97	0.06
33.30	NaN	NaN	NaN	-6.99	0.06
33.40	NaN	NaN	NaN	-6.69	0.06
33.50	NaN	NaN	NaN	-6.69	0.06
33.60	NaN	NaN	NaN	-6.56	0.06
33.70	NaN	NaN	NaN	-6.46	0.06
33.80	NaN	NaN	NaN	-6.65	0.06
33.90	NaN	NaN	NaN	-6.64	0.06
34.00	NaN	NaN	NaN	-7.24	0.06
34.30	NaN	NaN	NaN	-7.12	0.06
34.40	NaN	NaN	NaN	-7.02	0.06
34.50	NaN	NaN	NaN	-6.89	0.06
34.60	NaN	NaN	NaN	-6.75	0.06
34.70	NaN	NaN	NaN	-6.30	0.06
34.80	NaN	NaN	NaN	-5.68	0.06
34.90	NaN	NaN	NaN	-5.76	0.06
35.00	NaN	NaN	NaN	-5.61	0.06
35.10	NaN	NaN	NaN	-6.25	0.06
35.20	NaN	NaN	NaN	-6.35	0.06
35.30	NaN	NaN	NaN	-6.25	0.06
35.40	NaN	NaN	NaN	-6.44	0.06
35.50	NaN	NaN	NaN	-6.55	0.06
35.60	NaN	NaN	NaN	-6.37	0.06
35.70	NaN	NaN	NaN	-5.46	0.06
35.90	NaN	NaN	NaN	-5.64	0.06
36.00	NaN	NaN	NaN	-6.24	0.06
36.10	NaN	NaN	NaN	-6.58	0.06
36.20	NaN	NaN	NaN	-5.76	0.06
36.30	NaN	NaN	NaN	-6.22	0.06
36.40	NaN	NaN	NaN	-6.12	0.06
36.50	NaN	NaN	NaN	-6.65	0.06
36.60	NaN	NaN	NaN	-6.36	0.06
36.70	NaN	NaN	NaN	-6.30	0.06
36.80	NaN	NaN	NaN	-5.77	0.06
36.90	NaN	NaN	NaN	-5.58	0.06
37.00	NaN	NaN	NaN	-5.56	0.06
37.10	NaN	NaN	NaN	-5.82	0.06
37.20	NaN	NaN	NaN	-5.85	0.06
37.30	NaN	NaN	NaN	-5.92	0.06
37.40	NaN	NaN	NaN	-5.61	0.06
37.50	NaN	NaN	NaN	-5.63	0.06
37.70	NaN	NaN	NaN	-5.41	0.06
37.80	NaN	NaN	NaN	-5.75	0.06
38.00	NaN	NaN	NaN	-5.49	0.06
38.10	NaN	NaN	NaN	-5.98	0.06
38.20	NaN	NaN	NaN	-6.09	0.06
38.30	NaN	NaN	NaN	-6.03	0.06
38.40	NaN	NaN	NaN	-6.42	0.06
38.50	NaN	NaN	NaN	-5.88	0.06
38.60	NaN	NaN	NaN	-5.87	0.06
38.70	NaN	NaN	NaN	-6.23	0.06
38.80	NaN	NaN	NaN	-5.77	0.06
38.90	NaN	NaN	NaN	-5.77	0.06
39.00	NaN	NaN	NaN	-6.36	0.06
39.10	NaN	NaN	NaN	-6.24	0.06
39.20	NaN	NaN	NaN	-6.07	0.06
39.30	NaN	NaN	NaN	-6.18	0.06
39.50	NaN	NaN	NaN	-6.17	0.06
39.60	NaN	NaN	NaN	-6.20	0.06
39.70	NaN	NaN	NaN	-6.18	0.06
39.80	NaN	NaN	NaN	-6.23	0.06
39.90	NaN	NaN	NaN	-5.79	0.06
40.00	NaN	NaN	NaN	-6.41	0.06
40.10	NaN	NaN	NaN	-6.23	0.06
40.20	NaN	NaN	NaN	-6.22	0.06
40.30	NaN	NaN	NaN	-5.97	0.06
40.50	NaN	NaN	NaN	-5.66	0.06
40.70	NaN	NaN	NaN	-5.57	0.06
40.80	NaN	NaN	NaN	-6.24	0.06
41.00	NaN	NaN	NaN	-5.99	0.06
41.20	NaN	NaN	NaN	-5.75	0.06
41.30	NaN	NaN	NaN	-6.58	0.06
41.40	NaN	NaN	NaN	-6.80	0.06
41.70	NaN	NaN	NaN	-6.89	0.06
41.80	NaN	NaN	NaN	-7.06	0.06
41.90	NaN	NaN	NaN	-6.89	0.06
42.00	NaN	NaN	NaN	-6.86	0.06
42.20	NaN	NaN	NaN	-6.94	0.06
42.30	NaN	NaN	NaN	-6.82	0.06
42.40	NaN	NaN	NaN	-6.52	0.06
42.50	NaN	NaN	NaN	-6.25	0.06
42.60	NaN	NaN	NaN	-6.49	0.06
42.70	NaN	NaN	NaN	-6.50	0.06
42.80	NaN	NaN	NaN	-6.37	0.06
42.90	NaN	NaN	NaN	-6.38	0.06
43.00	NaN	NaN	NaN	-6.25	0.06
43.10	NaN	NaN	NaN	-6.27	0.06
43.20	NaN	NaN	NaN	-6.64	0.06
43.30	NaN	NaN	NaN	-6.69	0.06
43.40	NaN	NaN	NaN	-6.66	0.06
43.50	NaN	NaN	NaN	-6.35	0.06
43.60	NaN	NaN	NaN	-6.47	0.06
43.70	NaN	NaN	NaN	-6.62	0.06
43.80	NaN	NaN	NaN	-6.62	0.06
43.90	NaN	NaN	NaN	-6.75	0.06
44.00	NaN	NaN	NaN	-6.74	0.06
44.10	NaN	NaN	NaN	-6.56	0.06
44.20	NaN	NaN	NaN	-6.40	0.06
44.30	NaN	NaN	NaN	-6.18	0.06
44.40	NaN	NaN	NaN	-6.39	0.06
44.50	NaN	NaN	NaN	-6.65	0.06
44.60	NaN	NaN	NaN	-6.81	0.06
44.70	NaN	NaN	NaN	-6.21	0.06
44.80	NaN	NaN	NaN	-5.79	0.06
44.90	NaN	NaN	NaN	-5.67	0.06
45.10	NaN	NaN	NaN	-5.56	0.06
45.20	NaN	NaN	NaN	-5.66	0.06
45.30	NaN	NaN	NaN	-5.70	0.06
45.40	NaN	NaN	NaN	-5.68	0.06
45.50	NaN	NaN	NaN	-5.63	0.06
45.60	NaN	NaN	NaN	-5.56	0.06
46.00	NaN	NaN	NaN	-6.36	0.06
46.20	NaN	NaN	NaN	-6.46	0.06
46.40	NaN	NaN	NaN	-6.50	0.06
46.60	NaN	NaN	NaN	-6.26	0.06
46.80	NaN	NaN	NaN	-6.24	0.06
47.00	NaN	NaN	NaN	-6.53	0.06
47.20	NaN	NaN	NaN	-6.72	0.06
47.40	NaN	NaN	NaN	-6.95	0.06
47.60	NaN	NaN	NaN	-6.80	0.06
47.80	NaN	NaN	NaN	-6.61	0.06
48.00	NaN	NaN	NaN	-6.31	0.06
48.20	NaN	NaN	NaN	-6.21	0.06
48.40	NaN	NaN	NaN	-6.12	0.06
48.60	NaN	NaN	NaN	-6.47	0.06
48.80	NaN	NaN	NaN	-6.51	0.06
49.00	NaN	NaN	NaN	-6.26	0.06
49.20	NaN	NaN	NaN	-5.74	0.06
49.40	NaN	NaN	NaN	-6.14	0.06
49.60	NaN	NaN	NaN	-5.65	0.06
49.80	NaN	NaN	NaN	-5.77	0.06
50.00	NaN	NaN	NaN	-5.62	0.06
50.20	NaN	NaN	NaN	-5.80	0.06
50.40	NaN	NaN	NaN	-5.64	0.06
50.60	NaN	NaN	NaN	-5.72	0.06
50.80	NaN	NaN	NaN	-5.56	0.06
51.00	NaN	NaN	NaN	-5.52	0.06
51.20	NaN	NaN	NaN	-5.52	0.06
51.40	NaN	NaN	NaN	-5.65	0.06
51.60	NaN	NaN	NaN	-5.58	0.06
51.80	NaN	NaN	NaN	-5.73	0.06
52.00	NaN	NaN	NaN	-6.18	0.06
52.20	NaN	NaN	NaN	-6.24	0.06
52.40	NaN	NaN	NaN	-6.21	0.06
52.60	NaN	NaN	NaN	-6.28	0.06
52.80	NaN	NaN	NaN	-6.19	0.06
53.00	NaN	NaN	NaN	-6.12	0.06
53.20	NaN	NaN	NaN	-6.21	0.06
53.40	NaN	NaN	NaN	-6.58	0.06
53.60	NaN	NaN	NaN	-6.25	0.06
53.80	NaN	NaN	NaN	-6.61	0.06
54.00	NaN	NaN	NaN	-6.72	0.06
54.20	NaN	NaN	NaN	-6.68	0.06
54.40	NaN	NaN	NaN	-6.71	0.06
54.60	NaN	NaN	NaN	-6.55	0.06
54.80	NaN	NaN	NaN	-6.22	0.06
55.00	NaN	NaN	NaN	-6.58	0.06
55.20	NaN	NaN	NaN	-6.51	0.06
55.40	NaN	NaN	NaN	-6.10	0.06
55.60	NaN	NaN	NaN	-6.48	0.06
55.80	NaN	NaN	NaN	-6.57	0.06
56.00	NaN	NaN	NaN	-6.30	0.06
56.20	NaN	NaN	NaN	-6.18	0.06
56.40	NaN	NaN	NaN	-5.95	0.06
56.60	NaN	NaN	NaN	-5.70	0.06
56.80	NaN	NaN	NaN	-5.62	0.06
57.00	NaN	NaN	NaN	-5.81	0.06
57.20	NaN	NaN	NaN	-5.89	0.06
57.40	NaN	NaN	NaN	-5.68	0.06
57.60	NaN	NaN	NaN	-5.74	0.06
57.80	NaN	NaN	NaN	-6.10	0.06
58.00	NaN	NaN	NaN	-5.95	0.06
58.20	NaN	NaN	NaN	-6.09	0.06
58.40	NaN	NaN	NaN	-5.64	0.06
58.60	NaN	NaN	NaN	-5.68	0.06
58.80	NaN	NaN	NaN	-6.34	0.06
59.00	NaN	NaN	NaN	-6.40	0.06
59.20	NaN	NaN	NaN	-6.22	0.06
59.40	NaN	NaN	NaN	-5.67	0.06
59.60	NaN	NaN	NaN	-5.53	0.06
59.80	NaN	NaN	NaN	-5.47	0.06
60.00	NaN	NaN	NaN	-5.56	0.06
60.20	NaN	NaN	NaN	-5.47	0.06
60.40	NaN	NaN	NaN	-6.01	0.06
60.60	NaN	NaN	NaN	-5.79	0.06
60.80	NaN	NaN	NaN	-5.93	0.06
61.00	NaN	NaN	NaN	-6.22	0.06
61.20	NaN	NaN	NaN	-5.91	0.06
61.40	NaN	NaN	NaN	-6.12	0.06
61.60	NaN	NaN	NaN	-6.69	0.06
61.80	NaN	NaN	NaN	-6.54	0.06
62.00	NaN	NaN	NaN	-6.22	0.06
62.20	NaN	NaN	NaN	-6.33	0.06
62.40	NaN	NaN	NaN	-6.16	0.06
62.60	NaN	NaN	NaN	-5.70	0.06
62.80	NaN	NaN	NaN	-5.72	0.06
63.00	NaN	NaN	NaN	-6.10	0.06
63.20	NaN	NaN	NaN	-6.45	0.06
63.40	NaN	NaN	NaN	-6.24	0.06
63.60	NaN	NaN	NaN	-5.98	0.06
63.80	NaN	NaN	NaN	-6.47	0.06
64.00	NaN	NaN	NaN	-6.25	0.06
64.20	NaN	NaN	NaN	-6.30	0.06
64.40	NaN	NaN	NaN	-6.71	0.06
64.60	NaN	NaN	NaN	-5.92	0.06
64.80	NaN	NaN	NaN	-5.93	0.06
65.00	NaN	NaN	NaN	-5.71	0.06
65.20	NaN	NaN	NaN	-6.14	0.06
65.40	NaN	NaN	NaN	-5.81	0.06
65.60	NaN	NaN	NaN	-6.21	0.06
65.80	NaN	NaN	NaN	-6.27	0.06
66.00	NaN	NaN	NaN	-6.15	0.06
66.20	NaN	NaN	NaN	-5.89	0.06
66.40	NaN	NaN	NaN	-5.92	0.06
66.60	NaN	NaN	NaN	-5.71	0.06
66.80	NaN	NaN	NaN	-5.85	0.06
67.00	NaN	NaN	NaN	-5.97	0.06
67.20	NaN	NaN	NaN	-5.97	0.06
67.40	NaN	NaN	NaN	-5.93	0.06
67.60	NaN	NaN	NaN	-6.17	0.06
67.80	NaN	NaN	NaN	-6.13	0.06
68.00	NaN	NaN	NaN	-6.59	0.06
68.20	NaN	NaN	NaN	-5.95	0.06
68.40	NaN	NaN	NaN	-6.14	0.06
68.60	NaN	NaN	NaN	-6.07	0.06
68.80	NaN	NaN	NaN	-6.11	0.06
69.00	NaN	NaN	NaN	-6.71	0.06
69.20	NaN	NaN	NaN	-6.17	0.06
69.40	NaN	NaN	NaN	-6.08	0.06
69.60	NaN	NaN	NaN	-6.85	0.06
69.80	NaN	NaN	NaN	-6.35	0.06
70.00	NaN	NaN	NaN	-5.78	0.06
70.20	NaN	NaN	NaN	-5.80	0.06
70.40	NaN	NaN	NaN	-5.87	0.06
70.60	NaN	NaN	NaN	-5.80	0.06
70.80	NaN	NaN	NaN	-6.09	0.06
71.00	NaN	NaN	NaN	-6.48	0.06
