depth	true_age	age	sigma_age	d18O	sigma_d18O
3.91	1963.54	NaN	NaN	-8.49	0.10
4.01	1963.05	NaN	NaN	-8.47	0.10
4.17	1962.17	NaN	NaN	-8.43	0.10
4.32	1961.34	NaN	NaN	-8.47	0.10
4.43	1960.74	NaN	NaN	-8.54	0.10
4.53	1960.19	NaN	NaN	-8.64	0.10
4.69	1959.32	NaN	NaN	-8.71	0.10
4.84	1958.49	NaN	NaN	-8.51	0.10
4.95	1957.89	NaN	NaN	-8.51	0.10
5.04	1957.40	NaN	NaN	-8.38	0.10
5.16	1956.74	NaN	NaN	-8.60	0.10
5.28	1956.08	NaN	NaN	-8.54	0.10
5.36	1955.64	NaN	NaN	-8.65	0.10
5.44	1955.20	NaN	NaN	-8.85	0.10
5.56	1954.54	NaN	NaN	-8.61	0.10
5.69	1953.83	NaN	NaN	-8.80	0.10
5.77	1953.39	NaN	NaN	-8.66	0.10
5.85	1952.95	NaN	NaN	-8.60	0.10
5.97	1952.29	NaN	NaN	-8.80	0.10
6.09	1951.54	NaN	NaN	-8.65	0.10
6.17	1951.02	NaN	NaN	-8.49	0.10
6.25	1950.50	NaN	NaN	-8.62	0.10
6.37	1949.72	NaN	NaN	-8.68	0.10
6.77	1947.11	NaN	NaN	-8.69	0.10
7.18	1944.43	NaN	NaN	-8.78	0.10
7.58	1941.82	NaN	NaN	-8.42	0.10
7.98	1939.21	NaN	NaN	-8.49	0.10
8.39	1936.56	NaN	NaN	-8.30	0.10
8.79	1933.98	NaN	NaN	-8.43	0.10
9.19	1931.40	NaN	NaN	-8.66	0.10
9.60	1928.76	NaN	NaN	-8.67	0.10
10.00	1926.18	NaN	NaN	-8.44	0.10
10.43	1923.97	NaN	NaN	-8.24	0.10
10.85	1921.80	NaN	NaN	-8.35	0.10
11.28	1919.59	NaN	NaN	-8.51	0.10
11.71	1917.37	NaN	NaN	-8.50	0.10
12.14	1915.27	NaN	NaN	-8.36	0.10
12.56	1913.46	NaN	NaN	-8.40	0.10
12.99	1911.59	NaN	NaN	-8.84	0.10
13.42	1909.73	NaN	NaN	-8.77	0.10
13.85	1907.87	NaN	NaN	-8.81	0.10
14.27	1906.62	NaN	NaN	-8.58	0.10
14.70	1905.66	NaN	NaN	-8.50	0.10
15.13	1904.69	NaN	NaN	-8.64	0.10
15.57	1903.71	NaN	NaN	-8.61	0.10
16.01	1902.72	NaN	NaN	-8.55	0.10
16.45	1901.53	NaN	NaN	-8.64	0.10
16.89	1900.33	NaN	NaN	-8.59	0.10
17.32	1899.17	NaN	NaN	-8.38	0.10
17.76	1897.97	NaN	NaN	-8.70	0.10
18.20	1896.45	NaN	NaN	-8.71	0.10
18.64	1894.53	NaN	NaN	-8.58	0.10
19.08	1892.61	NaN	NaN	-8.32	0.10
19.52	1890.69	NaN	NaN	-8.79	0.10
19.96	1888.77	NaN	NaN	-8.57	0.10
20.38	1884.41	NaN	NaN	-8.75	0.10
20.81	1879.67	NaN	NaN	-8.62	0.10
21.23	1875.04	NaN	NaN	-8.52	0.10
21.65	1870.41	NaN	NaN	-8.32	0.10
22.08	1865.79	NaN	NaN	-8.68	0.10
22.50	1861.81	NaN	NaN	-8.59	0.10
22.92	1857.83	NaN	NaN	-8.62	0.10
23.35	1853.75	NaN	NaN	-8.48	0.10
23.77	1849.77	NaN	NaN	-8.41	0.10
24.19	1846.81	NaN	NaN	-8.73	0.10
24.62	1845.06	NaN	NaN	-8.75	0.10
25.04	1843.34	NaN	NaN	-8.68	0.10
25.44	1841.71	NaN	NaN	-8.71	0.10
25.83	1840.11	NaN	NaN	-8.78	0.10
26.23	1839.00	NaN	NaN	-8.65	0.10
26.63	1838.27	NaN	NaN	-8.82	0.10
27.02	1837.56	NaN	NaN	-9.00	0.10
27.42	1836.83	NaN	NaN	-8.88	0.10
27.82	1836.10	NaN	NaN	-8.86	0.10
28.21	1835.00	NaN	NaN	-8.88	0.10
28.61	1833.55	NaN	NaN	-9.07	0.10
29.01	1832.09	NaN	NaN	-9.34	0.10
29.40	1830.67	NaN	NaN	-9.05	0.10
29.80	1829.21	NaN	NaN	-8.97	0.10
30.22	1826.10	NaN	NaN	-8.84	0.10
30.66	1821.35	NaN	NaN	-8.64	0.10
31.11	1816.49	NaN	NaN	-8.55	0.10
31.55	1811.73	NaN	NaN	-8.30	0.10
31.99	1806.98	NaN	NaN	-8.68	0.10
32.43	1803.44	NaN	NaN	-8.73	0.10
32.88	1799.86	NaN	NaN	-8.47	0.10
33.32	1796.35	NaN	NaN	-8.46	0.10
33.76	1792.84	NaN	NaN	-8.56	0.10
34.20	1790.36	NaN	NaN	-8.64	0.10
34.65	1789.06	NaN	NaN	-8.58	0.10
35.09	1787.80	NaN	NaN	-8.59	0.10
35.54	1786.50	NaN	NaN	-8.44	0.10
35.98	1785.24	NaN	NaN	-8.45	0.10
36.43	1784.10	NaN	NaN	-8.57	0.10
36.88	1782.96	NaN	NaN	-8.65	0.10
37.32	1781.85	NaN	NaN	-8.45	0.10
37.77	1780.72	NaN	NaN	-8.60	0.10
38.21	1779.88	NaN	NaN	-8.69	0.10
38.66	1779.33	NaN	NaN	-8.34	0.10
39.11	1778.78	NaN	NaN	-8.92	0.10
39.55	1778.24	NaN	NaN	-8.86	0.10
40.00	1777.69	NaN	NaN	-8.51	0.10
40.44	1776.94	NaN	NaN	-8.68	0.10
40.88	1776.19	NaN	NaN	-8.51	0.10
41.33	1775.42	NaN	NaN	-8.61	0.10
41.77	1774.66	NaN	NaN	-8.70	0.10
42.21	1772.01	NaN	NaN	-8.60	0.10
42.65	1767.28	NaN	NaN	-8.88	0.10
43.10	1762.45	NaN	NaN	-8.53	0.10
43.54	1757.71	NaN	NaN	-8.39	0.10
43.98	1752.98	NaN	NaN	-8.83	0.10
44.42	1745.95	NaN	NaN	-8.65	0.10
44.87	1738.64	NaN	NaN	-8.85	0.10
45.34	1731.01	NaN	NaN	-8.43	0.10
45.58	1727.11	NaN	NaN	-8.53	0.10
45.68	1725.49	NaN	NaN	-8.72	0.10
45.83	1723.05	NaN	NaN	-8.91	0.10
46.17	1718.94	NaN	NaN	-8.72	0.10
46.31	1717.83	NaN	NaN	-8.90	0.10
46.80	1713.93	NaN	NaN	-8.76	0.10
47.28	1710.11	NaN	NaN	-8.71	0.10
47.77	1706.22	NaN	NaN	-9.03	0.10
48.25	1702.08	NaN	NaN	-8.89	0.10
48.74	1697.56	NaN	NaN	-8.79	0.10
49.22	1693.13	NaN	NaN	-8.71	0.10
49.71	1688.61	NaN	NaN	-8.57	0.10
50.19	1684.32	NaN	NaN	-8.81	0.10
50.66	1680.35	NaN	NaN	-8.81	0.10
51.13	1676.38	NaN	NaN	-8.90	0.10
51.60	1672.41	NaN	NaN	-8.61	0.10
52.08	1668.71	NaN	NaN	-8.72	0.10
52.55	1666.80	NaN	NaN	-8.40	0.10
53.02	1664.89	NaN	NaN	-8.62	0.10
53.49	1662.98	NaN	NaN	-8.87	0.10
53.96	1661.07	NaN	NaN	-8.94	0.10
54.43	1658.77	NaN	NaN	-8.53	0.10
54.91	1656.37	NaN	NaN	-8.46	0.10
55.32	1654.33	NaN	NaN	-8.68	0.10
55.73	1652.29	NaN	NaN	-8.51	0.10
56.13	1650.34	NaN	NaN	-8.68	0.10
56.53	1648.50	NaN	NaN	-8.96	0.10
56.94	1646.62	NaN	NaN	-9.14	0.10
57.34	1644.78	NaN	NaN	-9.02	0.10
57.74	1642.94	NaN	NaN	-8.83	0.10
58.15	1640.95	NaN	NaN	-8.84	0.10
58.55	1638.80	NaN	NaN	-8.59	0.10
58.95	1636.66	NaN	NaN	-8.50	0.10
59.35	1634.52	NaN	NaN	-8.50	0.10
59.76	1632.33	NaN	NaN	-8.59	0.10
60.20	1629.66	NaN	NaN	-8.61	0.10
60.69	1626.27	NaN	NaN	-8.73	0.10
61.18	1622.87	NaN	NaN	-8.53	0.10
61.67	1619.48	NaN	NaN	-8.78	0.10
62.16	1616.68	NaN	NaN	-8.52	0.10
62.65	1615.10	NaN	NaN	-8.84	0.10
63.14	1613.51	NaN	NaN	-8.88	0.10
63.63	1611.93	NaN	NaN	-8.64	0.10
64.12	1610.35	NaN	NaN	-8.48	0.10
64.61	1608.81	NaN	NaN	-8.32	0.10
65.10	1607.26	NaN	NaN	-8.32	0.10
65.58	1605.75	NaN	NaN	-8.39	0.10
66.07	1604.01	NaN	NaN	-8.72	0.10
66.55	1601.18	NaN	NaN	-8.85	0.10
67.04	1598.30	NaN	NaN	-8.75	0.10
67.52	1595.47	NaN	NaN	-8.85	0.10
68.01	1592.54	NaN	NaN	-9.18	0.10
68.50	1586.91	NaN	NaN	-9.33	0.10
68.98	1581.39	NaN	NaN	-8.78	0.10
69.47	1575.76	NaN	NaN	-9.03	0.10
69.95	1570.24	NaN	NaN	-8.94	0.10
70.37	1567.59	NaN	NaN	-8.66	0.10
70.79	1565.23	NaN	NaN	-8.39	0.10
71.20	1562.93	NaN	NaN	-8.57	0.10
71.61	1560.62	NaN	NaN	-8.46	0.10
72.02	1558.38	NaN	NaN	-8.55	0.10
72.44	1557.42	NaN	NaN	-8.33	0.10
72.85	1556.49	NaN	NaN	-8.39	0.10
73.26	1555.55	NaN	NaN	-8.53	0.10
73.68	1554.59	NaN	NaN	-8.37	0.10
74.09	1553.33	NaN	NaN	-8.61	0.10
74.50	1550.90	NaN	NaN	-8.60	0.10
74.92	1548.41	NaN	NaN	-8.62	0.10
75.35	1545.87	NaN	NaN	-8.54	0.10
75.80	1543.20	NaN	NaN	-8.65	0.10
76.24	1539.42	NaN	NaN	-8.39	0.10
76.68	1534.65	NaN	NaN	-8.52	0.10
77.12	1529.88	NaN	NaN	-8.60	0.10
77.57	1525.00	NaN	NaN	-8.40	0.10
78.01	1520.23	NaN	NaN	-8.88	0.10
78.45	1515.44	NaN	NaN	-8.94	0.10
78.89	1510.64	NaN	NaN	-8.90	0.10
79.12	1508.14	NaN	NaN	-8.66	0.10
79.34	1505.74	NaN	NaN	-8.50	0.10
79.56	1503.34	NaN	NaN	-8.58	0.10
79.78	1500.95	NaN	NaN	-8.71	0.10
80.00	1498.55	NaN	NaN	-8.72	0.10
80.26	1495.64	NaN	NaN	-8.70	0.10
80.52	1492.73	NaN	NaN	-8.64	0.10
80.77	1489.93	NaN	NaN	-8.79	0.10
81.03	1487.02	NaN	NaN	-8.53	0.10
81.29	1484.11	NaN	NaN	-8.75	0.10
81.55	1481.21	NaN	NaN	-8.79	0.10
81.80	1478.41	NaN	NaN	-8.75	0.10
82.06	1475.64	NaN	NaN	-9.15	0.10
82.32	1473.32	NaN	NaN	-8.91	0.10
82.58	1471.01	NaN	NaN	-9.09	0.10
82.84	1468.70	NaN	NaN	-9.27	0.10
83.09	1466.47	NaN	NaN	-9.13	0.10
83.35	1464.16	NaN	NaN	-8.88	0.10
83.61	1461.85	NaN	NaN	-8.71	0.10
83.87	1459.54	NaN	NaN	-8.86	0.10
84.12	1457.26	NaN	NaN	-9.04	0.10
84.38	1454.84	NaN	NaN	-8.90	0.10
84.64	1452.42	NaN	NaN	-8.81	0.10
84.90	1450.00	NaN	NaN	-8.92	0.10
85.15	1447.67	NaN	NaN	-8.90	0.10
85.39	1445.44	NaN	NaN	-8.83	0.10
85.63	1443.20	NaN	NaN	-9.06	0.10
85.87	1440.97	NaN	NaN	-9.19	0.10
86.12	1437.12	NaN	NaN	-8.77	0.10
86.36	1431.85	NaN	NaN	-8.88	0.10
86.60	1426.58	NaN	NaN	-8.91	0.10
86.84	1421.30	NaN	NaN	-8.43	0.10
87.09	1415.81	NaN	NaN	-8.48	0.10
87.33	1410.53	NaN	NaN	-8.93	0.10
87.57	1405.26	NaN	NaN	-8.71	0.10
87.82	1399.77	NaN	NaN	-8.68	0.10
88.06	1394.97	NaN	NaN	-8.70	0.10
88.30	1391.60	NaN	NaN	-9.09	0.10
88.54	1388.24	NaN	NaN	-8.94	0.10
88.79	1384.73	NaN	NaN	-8.74	0.10
89.03	1381.36	NaN	NaN	-8.51	0.10
89.27	1378.00	NaN	NaN	-8.31	0.10
89.51	1374.63	NaN	NaN	-8.39	0.10
89.76	1371.13	NaN	NaN	-8.31	0.10
90.00	1367.76	NaN	NaN	-8.30	0.10
90.25	1365.32	NaN	NaN	-8.50	0.10
90.49	1362.98	NaN	NaN	-8.44	0.10
90.74	1360.53	NaN	NaN	-8.73	0.10
90.98	1358.19	NaN	NaN	-8.87	0.10
91.23	1355.75	NaN	NaN	-8.79	0.10
91.47	1353.41	NaN	NaN	-8.73	0.10
91.72	1350.96	NaN	NaN	-8.65	0.10
91.96	1348.62	NaN	NaN	-8.72	0.10
92.21	1344.47	NaN	NaN	-8.78	0.10
92.45	1340.17	NaN	NaN	-8.82	0.10
92.70	1335.69	NaN	NaN	-8.47	0.10
92.94	1331.39	NaN	NaN	-8.54	0.10
93.19	1326.92	NaN	NaN	-8.64	0.10
93.43	1322.62	NaN	NaN	-8.95	0.10
93.68	1318.14	NaN	NaN	-8.92	0.10
93.92	1313.84	NaN	NaN	-8.88	0.10
94.17	1309.89	NaN	NaN	-8.96	0.10
94.41	1306.34	NaN	NaN	-8.95	0.10
94.66	1302.64	NaN	NaN	-8.64	0.10
94.90	1299.08	NaN	NaN	-8.68	0.10
95.14	1295.53	NaN	NaN	-8.50	0.10
95.38	1291.97	NaN	NaN	-8.51	0.10
95.63	1288.27	NaN	NaN	-8.50	0.10
95.87	1284.72	NaN	NaN	-8.87	0.10
96.11	1282.19	NaN	NaN	-8.78	0.10
96.35	1280.87	NaN	NaN	-8.85	0.10
96.59	1279.55	NaN	NaN	-8.56	0.10
96.83	1278.24	NaN	NaN	-8.75	0.10
97.07	1276.92	NaN	NaN	-8.48	0.10
97.31	1275.60	NaN	NaN	-8.65	0.10
97.55	1274.29	NaN	NaN	-8.47	0.10
97.79	1272.97	NaN	NaN	-8.71	0.10
