depth	true_age	age	sigma_age	d18O	sigma_d18O
58.5	1582.8987918765235			-9.39022702659854	0.08
59.0	1580.301912737173			-9.586551875928661	0.08
59.5	1577.7050335978226			-9.774338743031565	0.08
60.0	1575.260671739656			-9.528408114204295	0.08
60.5	1573.0450858032652			-9.381188923182414	0.08
61.0	1570.8294998668744			-9.108722554581215	0.08
61.5	1568.6139139304835			-9.209173435863185	0.08
62.0	1566.3983279940928			-9.549014718851733	0.08
62.5	1561.9328567143039			-9.50013602876369	0.08
63.0	1556.9049140986654			-9.297720828356292	0.08
63.5	1551.876971483027			-8.94984845208508	0.08
64.0	1546.8490288673886			-9.114329190232425	0.08
64.5	1542.5287944049692			-9.389458074557306	0.08
65.0	1541.0393925554245			-9.458434042436982	0.08
65.5	1539.5499907058797			-9.318318482140008	0.08
66.0	1538.060588856335			-9.196237988308601	0.08
66.5	1536.5711870067905			-9.093434413492101	0.08
67.0	1535.0724069653124			-9.087410783734347	0.08
67.5	1533.5673747958788			-8.947570015376469	0.08
68.0	1532.0623426264451			-9.222219852795414	0.08
68.5	1530.5573104570115			-9.128184380166205	0.08
69.0	1529.0522782875778			-9.145749039312411	0.08
69.5	1527.7609066827995			-8.992423622476931	0.08
70.0	1526.4695350780214			-9.11141436766119	0.08
70.5	1525.178163473243			-9.214617782903483	0.08
71.0	1523.8867918684648			-9.247231243194829	0.08
71.5	1519.9396376319994			-8.863214976477048	0.08
72.0	1512.0088094480034			-9.260259872872382	0.08
72.5	1504.0779812640071			-9.294392696454	0.08
73.0	1496.147153080011			-9.336463472215627	0.08
73.5	1488.2163248960148			-9.371654723252316	0.08
74.0	1486.236838338635			-9.34754771558015	0.08
75.0	1485.2535360371828			-9.52167314583269	0.08
75.5	1484.7618848864568			-9.50243646745593	0.08
76.0	1483.8629648973529			-9.57524018529291	0.08
76.5	1481.3349695547377			-9.420994645593451	0.08
77.0	1478.8069742121224			-9.2901614976134	0.08
77.5	1476.2789788695075			-9.340484131385198	0.08
78.0	1473.7509835268922			-9.4372964822568	0.08
78.5	1469.8002054281922			-9.337777376889388	0.08
79.0	1464.9009054921025			-9.337692412957939	0.08
79.5	1460.0016055560127			-9.61567643623839	0.08
80.0	1455.1023056199228			-9.604878669337449	0.08
80.5	1450.203005683833			-9.358834838913147	0.08
81.0	1447.3869476502084			-9.448352090613865	0.08
81.5	1444.5708896165838			-9.30443704172618	0.08
82.0	1441.7548315829592			-9.160076254109727	0.08
82.5	1438.9387735493344			-9.234515060260414	0.08
83.0	1435.141098168642			-9.101118615604316	0.08
83.5	1429.8709967673474			-9.356364224890378	0.08
84.0	1424.6008953660528			-9.15109377958862	0.08
84.5	1419.3307939647582			-9.80645132165861	0.08
85.0	1414.0606925634636			-9.020126901094134	0.08
85.5	1404.0176888001372			-9.358226716666824	0.08
86.0	1392.7814594463027			-9.103938970266	0.08
86.5	1381.5452300924683			-9.557704068322812	0.08
87.0	1370.3090007386338			-9.258025588000994	0.08
87.5	1358.7046749118329			-9.076381726614	0.08
88.0	1345.6279631931661			-9.446572649697181	0.08
88.5	1332.5512514744996			-9.666813975490976	0.08
89.0	1319.474539755833			-9.233210460665024	0.08
89.5	1306.3978280371664			-9.53836465479649	0.08
90.0	1300.2827986992272			-9.669197057147253	0.08
90.5	1298.8088909484397			-9.580901771211355	0.08
91.0	1297.334983197652			-9.611382816623975	0.08
91.5	1295.8610754468646			-9.48748195975656	0.08
92.0	1294.3871676960769			-9.191890895769212	0.08
92.5	1280.0567429001674			-9.105160059056143	0.08
93.0	1265.726318104258			-9.163421102772514	0.08
93.5	1251.3958933083486			-9.66841966260342	0.08
94.0	1237.065468512439			-9.425219704092706	0.08
94.5	1226.8114871803741			-9.084971389522108	0.08
95.0	1222.6721710440752			-8.911440655620297	0.08
95.5	1218.5328549077763			-8.825543571835212	0.08
96.0	1214.3935387714776			-9.157244222946215	0.08
96.5	1210.2542226351786			-8.888265283778994	0.08
97.0	1202.3413127795593			-9.304872040394153	0.08
97.5	1193.4850044941097			-9.297221430091483	0.08
98.0	1184.6286962086604			-9.08105530433699	0.08
98.5	1175.7723879232108			-9.20483693086437	0.08
99.0	1168.2845343154966			-9.224674892054193	0.08
99.5	1166.2704994187227			-9.045849599106845	0.08
100.0	1164.2564645219488			-9.23028722177702	0.08
100.5	1162.242429625175			-9.608527923830257	0.08
101.0	1160.228394728401			-9.756019060678756	0.08
101.5	1158.3163713746037			-9.59308787623924	0.08
102.0	1156.4723557161237			-9.500678993968386	0.08
102.5	1154.6283400576438			-9.273138656729028	0.08
103.0	1152.7843243991638			-9.159101291728826	0.08
103.5	1150.9403087406838			-9.432422673890226	0.08
104.0	1142.7453868003265			-9.345662583215024	0.08
104.5	1134.5504648599695			-9.192566076071822	0.08
105.0	1126.3555429196122			-9.37204795351415	0.08
105.5	1118.1606209792549			-9.308781886799695	0.08
106.0	1111.9852266412781			-9.262967614765603	0.08
107.0	1105.693020772466			-9.007637814272332	0.08
107.5	1102.54691783806			-8.661229890054988	0.08
108.0	1099.400814903654			-8.812270992232795	0.08
108.5	1096.5174466380524			-8.631507385901166	0.08
109.0	1093.6997620396521			-8.899147030411317	0.08
109.5	1090.8820774412518			-8.983154658891053	0.08
110.0	1088.0643928428515			-8.862733038267057	0.08
110.5	1085.3985325074398			-9.183057893447675	0.08
111.0	1083.3399692239834			-8.988660019232793	0.08
111.5	1081.281405940527			-9.001198734248185	0.08
112.0	1079.2228426570707			-8.895552756358857	0.08
113.0	1074.7592752299036			-9.032958605680196	0.08
